taskId,sourceNodeId,destNodeId,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,sourcePod,destPod,isCrossPod,logicalRound,basePlane,actualPlane,sourcePlanePrevPhase,recvPlanePrevPhase
45,3,0,2941769,URMA_WRITE,7,0ns,45,,0,0,0,,,,,
46,3,1,1725203,URMA_WRITE,7,0ns,46,,0,0,0,,,,,
47,3,2,2026793,URMA_WRITE,7,0ns,47,,0,0,0,,,,,
48,3,4,2328306,URMA_WRITE,6,0ns,48,,0,1,1,0,3,3,,
49,3,5,2137648,URMA_WRITE,5,0ns,49,56,0,1,1,1,2,2,56,
50,3,6,1229931,URMA_WRITE,6,0ns,50,54,0,1,1,2,3,3,54,
51,3,7,1388631,URMA_WRITE,3,0ns,51,57,0,1,1,2,0,0,57,
52,3,8,1242864,URMA_WRITE,5,0ns,52,49,0,2,1,2,2,2,49,
53,3,9,2989153,URMA_WRITE,4,0ns,53,,0,2,1,0,1,1,,
54,3,10,2224798,URMA_WRITE,6,0ns,54,48,0,2,1,1,3,3,48,
55,3,11,3025100,URMA_WRITE,3,0ns,55,,0,2,1,0,0,0,,
56,3,12,2486564,URMA_WRITE,5,0ns,56,,0,3,1,0,2,2,,
57,3,13,1657013,URMA_WRITE,3,0ns,57,55,0,3,1,1,0,0,55,
58,3,14,1868870,URMA_WRITE,4,0ns,58,53,0,3,1,1,1,1,53,
59,3,15,1327239,URMA_WRITE,4,0ns,59,58,0,3,1,2,1,1,58,
60,4,0,2779962,URMA_WRITE,4,0ns,60,,1,0,1,0,1,1,,
61,4,1,1898638,URMA_WRITE,3,0ns,61,72,1,0,1,2,0,0,72,
62,4,2,2898901,URMA_WRITE,3,0ns,62,,1,0,1,0,0,0,,
63,4,3,2207482,URMA_WRITE,5,0ns,63,69,1,0,1,1,2,2,69,
64,4,5,1819084,URMA_WRITE,7,0ns,64,,1,1,0,,,,,
65,4,6,2541038,URMA_WRITE,7,0ns,65,,1,1,0,,,,,
66,4,7,2876975,URMA_WRITE,7,0ns,66,,1,1,0,,,,,
67,4,8,2393558,URMA_WRITE,6,0ns,67,,1,2,1,0,3,3,,
68,4,9,1882035,URMA_WRITE,4,0ns,68,74,1,2,1,2,1,1,74,
69,4,10,2405576,URMA_WRITE,5,0ns,69,,1,2,1,0,2,2,,
70,4,11,1472114,URMA_WRITE,5,0ns,70,63,1,2,1,2,2,2,63,
71,4,12,1306988,URMA_WRITE,6,0ns,71,73,1,3,1,2,3,3,73,
72,4,13,2008524,URMA_WRITE,3,0ns,72,62,1,3,1,1,0,0,62,
73,4,14,2212406,URMA_WRITE,6,0ns,73,67,1,3,1,1,3,3,67,
74,4,15,2044375,URMA_WRITE,4,0ns,74,60,1,3,1,1,1,1,60,
75,5,0,1560890,URMA_WRITE,4,0ns,75,88,1,0,1,2,1,1,88,
76,5,1,2437171,URMA_WRITE,4,0ns,76,,1,0,1,0,1,1,,
77,5,2,1793231,URMA_WRITE,3,0ns,77,84,1,0,1,2,0,0,84,
78,5,3,2268800,URMA_WRITE,5,0ns,78,85,1,0,1,1,2,2,85,
79,5,4,2973840,URMA_WRITE,7,0ns,79,,1,1,0,,,,,
80,5,6,1156269,URMA_WRITE,7,0ns,80,,1,1,0,,,,,
81,5,7,1228139,URMA_WRITE,7,0ns,81,,1,1,0,,,,,
82,5,8,2546295,URMA_WRITE,3,0ns,82,,1,2,1,0,0,0,,
83,5,9,1395068,URMA_WRITE,5,0ns,83,78,1,2,1,2,2,2,78,
84,5,10,2246830,URMA_WRITE,3,0ns,84,82,1,2,1,1,0,0,82,
85,5,11,2420625,URMA_WRITE,5,0ns,85,,1,2,1,0,2,2,,
86,5,12,1124860,URMA_WRITE,6,0ns,86,89,1,3,1,2,3,3,89,
87,5,13,2402540,URMA_WRITE,6,0ns,87,,1,3,1,0,3,3,,
88,5,14,2260715,URMA_WRITE,4,0ns,88,76,1,3,1,1,1,1,76,
89,5,15,2397783,URMA_WRITE,6,0ns,89,87,1,3,1,1,3,3,87,
90,6,0,1689925,URMA_WRITE,3,0ns,90,91,1,0,1,1,0,0,91,
91,6,1,2770034,URMA_WRITE,3,0ns,91,,1,0,1,0,0,0,,
92,6,2,1374709,URMA_WRITE,4,0ns,92,100,1,0,1,2,1,1,100,
93,6,3,2279227,URMA_WRITE,6,0ns,93,101,1,0,1,1,3,3,101,
94,6,4,1851429,URMA_WRITE,7,0ns,94,,1,1,0,,,,,
95,6,5,2911443,URMA_WRITE,7,0ns,95,,1,1,0,,,,,
96,6,7,2273293,URMA_WRITE,7,0ns,96,,1,1,0,,,,,
97,6,8,1620836,URMA_WRITE,3,0ns,97,90,1,2,1,2,0,0,90,
98,6,9,2097350,URMA_WRITE,5,0ns,98,103,1,2,1,1,2,2,103,
99,6,10,2649267,URMA_WRITE,4,0ns,99,,1,2,1,0,1,1,,
100,6,11,1715070,URMA_WRITE,4,0ns,100,99,1,2,1,1,1,1,99,
101,6,12,2438179,URMA_WRITE,6,0ns,101,,1,3,1,0,3,3,,
102,6,13,1087987,URMA_WRITE,6,0ns,102,93,1,3,1,2,3,3,93,
103,6,14,2572470,URMA_WRITE,5,0ns,103,,1,3,1,0,2,2,,
104,6,15,1236469,URMA_WRITE,5,0ns,104,98,1,3,1,2,2,2,98,
105,7,0,2956083,URMA_WRITE,3,0ns,105,,1,0,1,0,0,0,,
106,7,1,1759791,URMA_WRITE,4,0ns,106,113,1,0,1,1,1,1,113,
107,7,2,2580297,URMA_WRITE,5,0ns,107,,1,0,1,0,2,2,,
108,7,3,2569951,URMA_WRITE,6,0ns,108,,1,0,1,0,3,3,,
109,7,4,2266326,URMA_WRITE,7,0ns,109,,1,1,0,,,,,
110,7,5,1455852,URMA_WRITE,7,0ns,110,,1,1,0,,,,,
111,7,6,2891246,URMA_WRITE,7,0ns,111,,1,1,0,,,,,
112,7,8,1917789,URMA_WRITE,5,0ns,112,107,1,2,1,1,2,2,107,
113,7,9,2826761,URMA_WRITE,4,0ns,113,,1,2,1,0,1,1,,
114,7,10,1920642,URMA_WRITE,6,0ns,114,108,1,2,1,1,3,3,108,
115,7,11,1525125,URMA_WRITE,3,0ns,115,119,1,2,1,2,0,0,119,
116,7,12,1297464,URMA_WRITE,5,0ns,116,112,1,3,1,2,2,2,112,
117,7,13,1309500,URMA_WRITE,4,0ns,117,106,1,3,1,2,1,1,106,
118,7,14,1280397,URMA_WRITE,6,0ns,118,114,1,3,1,2,3,3,114,
119,7,15,1756030,URMA_WRITE,3,0ns,119,105,1,3,1,1,0,0,105,
120,8,0,1676213,URMA_WRITE,3,0ns,120,131,2,0,1,2,0,0,131,
121,8,1,1220091,URMA_WRITE,5,0ns,121,123,2,0,1,2,2,2,123,
122,8,2,3106585,URMA_WRITE,3,0ns,122,,2,0,1,0,0,0,,
123,8,3,2093203,URMA_WRITE,5,0ns,123,134,2,0,1,1,2,2,134,
124,8,4,2396763,URMA_WRITE,6,0ns,124,,2,1,1,0,3,3,,
125,8,5,1197783,URMA_WRITE,6,0ns,125,127,2,1,1,2,3,3,127,
126,8,6,1561427,URMA_WRITE,4,0ns,126,132,2,1,1,2,1,1,132,
127,8,7,2277118,URMA_WRITE,6,0ns,127,124,2,1,1,1,3,3,124,
128,8,9,2765393,URMA_WRITE,7,0ns,128,,2,2,0,,,,,
129,8,10,1888533,URMA_WRITE,7,0ns,129,,2,2,0,,,,,
130,8,11,3052454,URMA_WRITE,7,0ns,130,,2,2,0,,,,,
131,8,12,1894872,URMA_WRITE,3,0ns,131,122,2,3,1,1,0,0,122,
132,8,13,2063019,URMA_WRITE,4,0ns,132,133,2,3,1,1,1,1,133,
133,8,14,2889096,URMA_WRITE,4,0ns,133,,2,3,1,0,1,1,,
134,8,15,2770851,URMA_WRITE,5,0ns,134,,2,3,1,0,2,2,,
135,9,0,3111916,URMA_WRITE,3,0ns,135,,2,0,1,0,0,0,,
136,9,1,1203216,URMA_WRITE,5,0ns,136,148,2,0,1,2,2,2,148,
137,9,2,1967386,URMA_WRITE,3,0ns,137,149,2,0,1,2,0,0,149,
138,9,3,2815304,URMA_WRITE,6,0ns,138,,2,0,1,0,3,3,,
139,9,4,2908758,URMA_WRITE,4,0ns,139,,2,1,1,0,1,1,,
140,9,5,2091221,URMA_WRITE,4,0ns,140,139,2,1,1,1,1,1,139,
141,9,6,2843054,URMA_WRITE,5,0ns,141,,2,1,1,0,2,2,,
142,9,7,1953370,URMA_WRITE,4,0ns,142,140,2,1,1,2,1,1,140,
143,9,8,3139770,URMA_WRITE,7,0ns,143,,2,2,0,,,,,
144,9,10,1835889,URMA_WRITE,7,0ns,144,,2,2,0,,,,,
145,9,11,1181327,URMA_WRITE,7,0ns,145,,2,2,0,,,,,
146,9,12,1202951,URMA_WRITE,6,0ns,146,147,2,3,1,2,3,3,147,
147,9,13,2115580,URMA_WRITE,6,0ns,147,138,2,3,1,1,3,3,138,
148,9,14,2111359,URMA_WRITE,5,0ns,148,141,2,3,1,1,2,2,141,
149,9,15,2065229,URMA_WRITE,3,0ns,149,135,2,3,1,1,0,0,135,
150,10,0,1921265,URMA_WRITE,3,0ns,150,151,2,0,1,2,0,0,151,
151,10,1,2019417,URMA_WRITE,3,0ns,151,161,2,0,1,1,0,0,161,
152,10,2,2798165,URMA_WRITE,5,0ns,152,,2,0,1,0,2,2,,
153,10,3,2146171,URMA_WRITE,4,0ns,153,164,2,0,1,1,1,1,164,
154,10,4,1642916,URMA_WRITE,4,0ns,154,153,2,1,1,2,1,1,153,
155,10,5,2411783,URMA_WRITE,6,0ns,155,162,2,1,1,1,3,3,162,
156,10,6,1263633,URMA_WRITE,6,0ns,156,155,2,1,1,2,3,3,155,
157,10,7,2367754,URMA_WRITE,5,0ns,157,152,2,1,1,1,2,2,152,
158,10,8,1538705,URMA_WRITE,7,0ns,158,,2,2,0,,,,,
159,10,9,2738721,URMA_WRITE,7,0ns,159,,2,2,0,,,,,
160,10,11,1218458,URMA_WRITE,7,0ns,160,,2,2,0,,,,,
161,10,12,3121770,URMA_WRITE,3,0ns,161,,2,3,1,0,0,0,,
162,10,13,2673754,URMA_WRITE,6,0ns,162,,2,3,1,0,3,3,,
163,10,14,1438262,URMA_WRITE,5,0ns,163,157,2,3,1,2,2,2,157,
164,10,15,2852577,URMA_WRITE,4,0ns,164,,2,3,1,0,1,1,,
165,11,0,1933244,URMA_WRITE,3,0ns,165,172,2,0,1,2,0,0,172,
166,11,1,1742546,URMA_WRITE,5,0ns,166,168,2,0,1,2,2,2,168,
167,11,2,2460335,URMA_WRITE,6,0ns,167,,2,0,1,0,3,3,,
168,11,3,2290948,URMA_WRITE,5,0ns,168,171,2,0,1,1,2,2,171,
169,11,4,3025053,URMA_WRITE,4,0ns,169,,2,1,1,0,1,1,,
170,11,5,2369937,URMA_WRITE,6,0ns,170,167,2,1,1,1,3,3,167,
171,11,6,2810138,URMA_WRITE,5,0ns,171,,2,1,1,0,2,2,,
172,11,7,1951349,URMA_WRITE,3,0ns,172,176,2,1,1,1,0,0,176,
173,11,8,2173903,URMA_WRITE,7,0ns,173,,2,2,0,,,,,
174,11,9,2468476,URMA_WRITE,7,0ns,174,,2,2,0,,,,,
175,11,10,2693505,URMA_WRITE,7,0ns,175,,2,2,0,,,,,
176,11,12,3130588,URMA_WRITE,3,0ns,176,,2,3,1,0,0,0,,
177,11,13,1360550,URMA_WRITE,6,0ns,177,170,2,3,1,2,3,3,170,
178,11,14,2223320,URMA_WRITE,4,0ns,178,169,2,3,1,1,1,1,169,
179,11,15,1850768,URMA_WRITE,4,0ns,179,178,2,3,1,2,1,1,178,
180,12,0,1235406,URMA_WRITE,5,0ns,180,183,3,0,1,2,2,2,183,
181,12,1,2704486,URMA_WRITE,6,0ns,181,,3,0,1,0,3,3,,
182,12,2,1583906,URMA_WRITE,3,0ns,182,185,3,0,1,2,0,0,185,
183,12,3,2178695,URMA_WRITE,5,0ns,183,188,3,0,1,1,2,2,188,
184,12,4,1302260,URMA_WRITE,4,0ns,184,190,3,1,1,2,1,1,190,
185,12,5,1750138,URMA_WRITE,3,0ns,185,187,3,1,1,1,0,0,187,
186,12,6,2997150,URMA_WRITE,4,0ns,186,,3,1,1,0,1,1,,
187,12,7,3029056,URMA_WRITE,3,0ns,187,,3,1,1,0,0,0,,
188,12,8,2741926,URMA_WRITE,5,0ns,188,,3,2,1,0,2,2,,
189,12,9,2686209,URMA_WRITE,6,0ns,189,181,3,2,1,1,3,3,181,
190,12,10,1965205,URMA_WRITE,4,0ns,190,186,3,2,1,1,1,1,186,
191,12,11,1062304,URMA_WRITE,6,0ns,191,189,3,2,1,2,3,3,189,
192,12,13,1934393,URMA_WRITE,7,0ns,192,,3,3,0,,,,,
193,12,14,1706001,URMA_WRITE,7,0ns,193,,3,3,0,,,,,
194,12,15,1103564,URMA_WRITE,7,0ns,194,,3,3,0,,,,,
195,13,0,2127934,URMA_WRITE,5,0ns,195,197,3,0,1,1,2,2,197,
196,13,1,1534653,URMA_WRITE,4,0ns,196,199,3,0,1,2,1,1,199,
197,13,2,2708610,URMA_WRITE,5,0ns,197,,3,0,1,0,2,2,,
198,13,3,2646960,URMA_WRITE,6,0ns,198,,3,0,1,0,3,3,,
199,13,4,1981118,URMA_WRITE,4,0ns,199,205,3,1,1,1,1,1,205,
200,13,5,1272555,URMA_WRITE,5,0ns,200,195,3,1,1,2,2,2,195,
201,13,6,1894438,URMA_WRITE,3,0ns,201,204,3,1,1,1,0,0,204,
202,13,7,1727640,URMA_WRITE,3,0ns,202,201,3,1,1,2,0,0,201,
203,13,8,2435393,URMA_WRITE,6,0ns,203,198,3,2,1,1,3,3,198,
204,13,9,3026232,URMA_WRITE,3,0ns,204,,3,2,1,0,0,0,,
205,13,10,2892569,URMA_WRITE,4,0ns,205,,3,2,1,0,1,1,,
206,13,11,1159278,URMA_WRITE,6,0ns,206,203,3,2,1,2,3,3,203,
207,13,12,1379880,URMA_WRITE,7,0ns,207,,3,3,0,,,,,
208,13,14,1191950,URMA_WRITE,7,0ns,208,,3,3,0,,,,,
209,13,15,1522182,URMA_WRITE,7,0ns,209,,3,3,0,,,,,
210,14,0,3098882,URMA_WRITE,3,0ns,210,,3,0,1,0,0,0,,
211,14,1,2126308,URMA_WRITE,5,0ns,211,214,3,0,1,1,2,2,214,
212,14,2,1630584,URMA_WRITE,4,0ns,212,221,3,0,1,1,1,1,221,
213,14,3,1222120,URMA_WRITE,5,0ns,213,211,3,0,1,2,2,2,211,
214,14,4,2569303,URMA_WRITE,5,0ns,214,,3,1,1,0,2,2,,
215,14,5,1382819,URMA_WRITE,3,0ns,215,220,3,1,1,2,0,0,220,
216,14,6,1092831,URMA_WRITE,6,0ns,216,217,3,1,1,2,3,3,217,
217,14,7,2294026,URMA_WRITE,6,0ns,217,218,3,1,1,1,3,3,218,
218,14,8,2503632,URMA_WRITE,6,0ns,218,,3,2,1,0,3,3,,
219,14,9,1362035,URMA_WRITE,4,0ns,219,212,3,2,1,2,1,1,212,
220,14,10,1405683,URMA_WRITE,3,0ns,220,210,3,2,1,1,0,0,210,
221,14,11,2951824,URMA_WRITE,4,0ns,221,,3,2,1,0,1,1,,
222,14,12,2647268,URMA_WRITE,7,0ns,222,,3,3,0,,,,,
223,14,13,1909887,URMA_WRITE,7,0ns,223,,3,3,0,,,,,
224,14,15,2353714,URMA_WRITE,7,0ns,224,,3,3,0,,,,,
225,15,0,2678610,URMA_WRITE,5,0ns,225,233,3,0,1,1,2,2,233,
226,15,1,2028787,URMA_WRITE,3,0ns,226,227,3,0,1,1,0,0,227,
227,15,2,3089742,URMA_WRITE,3,0ns,227,,3,0,1,0,0,0,,
228,15,3,2726540,URMA_WRITE,6,0ns,228,234,3,0,1,1,3,3,234,
229,15,4,1447536,URMA_WRITE,4,0ns,229,232,3,1,1,2,1,1,232,
230,15,5,1372352,URMA_WRITE,5,0ns,230,225,3,1,1,2,2,2,225,
231,15,6,1528618,URMA_WRITE,3,0ns,231,226,3,1,1,2,0,0,226,
232,15,7,2583198,URMA_WRITE,4,0ns,232,235,3,1,1,1,1,1,235,
233,15,8,2868707,URMA_WRITE,5,0ns,233,,3,2,1,0,2,2,,
234,15,9,2792956,URMA_WRITE,6,0ns,234,,3,2,1,0,3,3,,
235,15,10,2911850,URMA_WRITE,4,0ns,235,,3,2,1,0,1,1,,
236,15,11,1329249,URMA_WRITE,6,0ns,236,228,3,2,1,2,3,3,228,
237,15,12,1870041,URMA_WRITE,7,0ns,237,,3,3,0,,,,,
238,15,13,2316537,URMA_WRITE,7,0ns,238,,3,3,0,,,,,
239,15,14,3056295,URMA_WRITE,7,0ns,239,,3,3,0,,,,,
