nodeId1,portId1,nodeId2,portId2,bandwidth,delay
44,4,101,4,400Gbps,1ns
44,5,109,4,400Gbps,1ns
44,6,117,4,400Gbps,1ns
44,7,125,4,400Gbps,1ns
45,0,69,5,400Gbps,1ns
45,1,77,5,400Gbps,1ns
45,2,85,5,400Gbps,1ns
45,3,93,5,400Gbps,1ns
45,4,101,5,400Gbps,1ns
45,5,109,5,400Gbps,1ns
45,6,117,5,400Gbps,1ns
45,7,125,5,400Gbps,1ns
46,0,69,6,400Gbps,1ns
46,1,77,6,400Gbps,1ns
46,2,85,6,400Gbps,1ns
46,3,93,6,400Gbps,1ns
46,4,101,6,400Gbps,1ns
46,5,109,6,400Gbps,1ns
46,6,117,6,400Gbps,1ns
46,7,125,6,400Gbps,1ns
47,0,69,7,400Gbps,1ns
47,1,77,7,400Gbps,1ns
47,2,85,7,400Gbps,1ns
47,3,93,7,400Gbps,1ns
47,4,101,7,400Gbps,1ns
47,5,109,7,400Gbps,1ns
47,6,117,7,400Gbps,1ns
47,7,125,7,400Gbps,1ns
48,0,70,0,400Gbps,1ns
48,1,78,0,400Gbps,1ns
48,2,86,0,400Gbps,1ns
48,3,94,0,400Gbps,1ns
48,4,102,0,400Gbps,1ns
48,5,110,0,400Gbps,1ns
48,6,118,0,400Gbps,1ns
48,7,126,0,400Gbps,1ns
49,0,70,1,400Gbps,1ns
49,1,78,1,400Gbps,1ns
49,2,86,1,400Gbps,1ns
49,3,94,1,400Gbps,1ns
49,4,102,1,400Gbps,1ns
49,5,110,1,400Gbps,1ns
49,6,118,1,400Gbps,1ns
49,7,126,1,400Gbps,1ns
50,0,70,2,400Gbps,1ns
50,1,78,2,400Gbps,1ns
50,2,86,2,400Gbps,1ns
50,3,94,2,400Gbps,1ns
50,4,102,2,400Gbps,1ns
50,5,110,2,400Gbps,1ns
50,6,118,2,400Gbps,1ns
50,7,126,2,400Gbps,1ns
51,0,70,3,400Gbps,1ns
51,1,78,3,400Gbps,1ns
51,2,86,3,400Gbps,1ns
51,3,94,3,400Gbps,1ns
51,4,102,3,400Gbps,1ns
51,5,110,3,400Gbps,1ns
51,6,118,3,400Gbps,1ns
51,7,126,3,400Gbps,1ns
52,0,70,4,400Gbps,1ns
52,1,78,4,400Gbps,1ns
52,2,86,4,400Gbps,1ns
52,3,94,4,400Gbps,1ns
52,4,102,4,400Gbps,1ns
52,5,110,4,400Gbps,1ns
52,6,118,4,400Gbps,1ns
52,7,126,4,400Gbps,1ns
53,0,70,5,400Gbps,1ns
53,1,78,5,400Gbps,1ns
53,2,86,5,400Gbps,1ns
53,3,94,5,400Gbps,1ns
53,4,102,5,400Gbps,1ns
53,5,110,5,400Gbps,1ns
53,6,118,5,400Gbps,1ns
53,7,126,5,400Gbps,1ns
54,0,70,6,400Gbps,1ns
54,1,78,6,400Gbps,1ns
54,2,86,6,400Gbps,1ns
54,3,94,6,400Gbps,1ns
54,4,102,6,400Gbps,1ns
54,5,110,6,400Gbps,1ns
54,6,118,6,400Gbps,1ns
54,7,126,6,400Gbps,1ns
55,0,70,7,400Gbps,1ns
55,1,78,7,400Gbps,1ns
55,2,86,7,400Gbps,1ns
55,3,94,7,400Gbps,1ns
55,4,102,7,400Gbps,1ns
55,5,110,7,400Gbps,1ns
55,6,118,7,400Gbps,1ns
55,7,126,7,400Gbps,1ns
56,0,71,0,400Gbps,1ns
56,1,79,0,400Gbps,1ns
56,2,87,0,400Gbps,1ns
56,3,95,0,400Gbps,1ns
56,4,103,0,400Gbps,1ns
56,5,111,0,400Gbps,1ns
56,6,119,0,400Gbps,1ns
56,7,127,0,400Gbps,1ns
