taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
150,10,9,8947849,URMA_WRITE,7,0ns,150,,0,0,0.0,195.87198,0.0,0.0,365.457
151,10,11,8947849,URMA_WRITE,7,0ns,151,,0,0,0.0,195.87198,0.0,0.0,365.457
152,10,8,8947849,URMA_WRITE,7,0ns,152,,0,0,0.0,195.87198,0.0,0.0,365.457
153,10,12,8947849,URMA_WRITE,7,0ns,153,,0,0,0.0,605.9905,0.0,0.0,118.1253
154,10,7,8947849,URMA_WRITE,7,0ns,154,,0,0,0.0,602.71504,0.0,0.0,118.7672
155,10,13,8947849,URMA_WRITE,7,0ns,155,,0,0,0.0,603.16344,0.0,0.0,118.6789
156,10,6,8947849,URMA_WRITE,7,0ns,156,,0,0,0.0,597.34956,0.0,0.0,119.834
157,10,14,8947849,URMA_WRITE,7,0ns,157,,0,0,0.0,600.9168,0.0,0.0,119.1226
158,10,5,8947848,URMA_WRITE,7,0ns,158,,0,0,0.0,609.02242,0.0,0.0,117.5372
159,10,15,8947848,URMA_WRITE,7,0ns,159,,0,0,0.0,603.2528,0.0,0.0,118.6613
160,10,4,8947848,URMA_WRITE,7,0ns,160,,0,0,0.0,605.58756,0.0,0.0,118.2039
161,10,0,8947848,URMA_WRITE,7,0ns,161,,0,0,0.0,600.4204,0.0,0.0,119.2211
162,10,3,8947848,URMA_WRITE,7,0ns,162,,0,0,0.0,603.91786,0.0,0.0,118.5307
163,10,1,8947848,URMA_WRITE,7,0ns,163,,0,0,0.0,603.96296,0.0,0.0,118.5218
164,10,2,8947848,URMA_WRITE,7,0ns,164,,0,0,0.0,603.12344,0.0,0.0,118.6868
165,11,10,8947849,URMA_WRITE,7,0ns,165,,0,0,0.0,195.87198,0.0,0.0,365.457
166,11,12,8947849,URMA_WRITE,7,0ns,166,,0,0,0.0,601.18054,0.0,0.0,119.0704
167,11,9,8947849,URMA_WRITE,7,0ns,167,,0,0,0.0,195.87198,0.0,0.0,365.457
168,11,13,8947849,URMA_WRITE,7,0ns,168,,0,0,0.0,604.924,0.0,0.0,118.3335
169,11,8,8947849,URMA_WRITE,7,0ns,169,,0,0,0.0,195.87198,0.0,0.0,365.457
170,11,14,8947849,URMA_WRITE,7,0ns,170,,0,0,0.0,605.36552,0.0,0.0,118.2472
171,11,7,8947849,URMA_WRITE,7,0ns,171,,0,0,0.0,601.34366,0.0,0.0,119.0381
172,11,15,8947849,URMA_WRITE,7,0ns,172,,0,0,0.0,606.15794,0.0,0.0,118.0926
173,11,6,8947848,URMA_WRITE,7,0ns,173,,0,0,0.0,608.81976,0.0,0.0,117.5763
174,11,0,8947848,URMA_WRITE,7,0ns,174,,0,0,0.0,601.22034,0.0,0.0,119.0625
175,11,5,8947848,URMA_WRITE,7,0ns,175,,0,0,0.0,600.38218,0.0,0.0,119.2287
176,11,1,8947848,URMA_WRITE,7,0ns,176,,0,0,0.0,610.20186,0.0,0.0,117.31
177,11,4,8947848,URMA_WRITE,7,0ns,177,,0,0,0.0,604.31544,0.0,0.0,118.4527
178,11,2,8947848,URMA_WRITE,7,0ns,178,,0,0,0.0,601.75638,0.0,0.0,118.9564
179,11,3,8947848,URMA_WRITE,7,0ns,179,,0,0,0.0,604.84136,0.0,0.0,118.3497
180,12,11,8947849,URMA_WRITE,7,0ns,180,,0,0,0.0,597.3058,0.0,0.0,119.8428
181,12,13,8947849,URMA_WRITE,7,0ns,181,,0,0,0.0,195.87198,0.0,0.0,365.457
182,12,10,8947849,URMA_WRITE,7,0ns,182,,0,0,0.0,601.00196,0.0,0.0,119.1058
183,12,14,8947849,URMA_WRITE,7,0ns,183,,0,0,0.0,195.87198,0.0,0.0,365.457
184,12,9,8947849,URMA_WRITE,7,0ns,184,,0,0,0.0,598.22398,0.0,0.0,119.6588
185,12,15,8947849,URMA_WRITE,7,0ns,185,,0,0,0.0,195.87198,0.0,0.0,365.457
186,12,8,8947849,URMA_WRITE,7,0ns,186,,0,0,0.0,558.88072,0.0,0.0,128.0824
187,12,0,8947849,URMA_WRITE,7,0ns,187,,0,0,0.0,599.2771,0.0,0.0,119.4486
188,12,7,8947848,URMA_WRITE,7,0ns,188,,0,0,0.0,597.01688,0.0,0.0,119.9008
189,12,1,8947848,URMA_WRITE,7,0ns,189,,0,0,0.0,596.68182,0.0,0.0,119.9681
190,12,6,8947848,URMA_WRITE,7,0ns,190,,0,0,0.0,595.1174,0.0,0.0,120.2835
191,12,2,8947848,URMA_WRITE,7,0ns,191,,0,0,0.0,597.81164,0.0,0.0,119.7414
192,12,5,8947848,URMA_WRITE,7,0ns,192,,0,0,0.0,599.0086,0.0,0.0,119.5021
193,12,3,8947848,URMA_WRITE,7,0ns,193,,0,0,0.0,525.05412,0.0,0.0,136.3341
194,12,4,8947848,URMA_WRITE,7,0ns,194,,0,0,0.0,552.83716,0.0,0.0,129.4826
195,13,12,8947849,URMA_WRITE,7,0ns,195,,0,0,0.0,195.87198,0.0,0.0,365.457
196,13,14,8947849,URMA_WRITE,7,0ns,196,,0,0,0.0,195.87198,0.0,0.0,365.457
197,13,11,8947849,URMA_WRITE,7,0ns,197,,0,0,0.0,598.29982,0.0,0.0,119.6437
198,13,15,8947849,URMA_WRITE,7,0ns,198,,0,0,0.0,195.87198,0.0,0.0,365.457
199,13,10,8947849,URMA_WRITE,7,0ns,199,,0,0,0.0,600.39654,0.0,0.0,119.2259
200,13,0,8947849,URMA_WRITE,7,0ns,200,,0,0,0.0,599.46338,0.0,0.0,119.4115
201,13,9,8947849,URMA_WRITE,7,0ns,201,,0,0,0.0,596.85256,0.0,0.0,119.9338
202,13,1,8947849,URMA_WRITE,7,0ns,202,,0,0,0.0,606.82986,0.0,0.0,117.9619
203,13,8,8947848,URMA_WRITE,7,0ns,203,,0,0,0.0,602.32146,0.0,0.0,118.8448
204,13,2,8947848,URMA_WRITE,7,0ns,204,,0,0,0.0,596.60486,0.0,0.0,119.9836
205,13,7,8947848,URMA_WRITE,7,0ns,205,,0,0,0.0,601.7936,0.0,0.0,118.9491
206,13,3,8947848,URMA_WRITE,7,0ns,206,,0,0,0.0,599.07668,0.0,0.0,119.4885
207,13,6,8947848,URMA_WRITE,7,0ns,207,,0,0,0.0,598.22262,0.0,0.0,119.6591
208,13,4,8947848,URMA_WRITE,7,0ns,208,,0,0,0.0,597.55486,0.0,0.0,119.7928
209,13,5,8947848,URMA_WRITE,7,0ns,209,,0,0,0.0,601.13624,0.0,0.0,119.0791
210,14,13,8947849,URMA_WRITE,7,0ns,210,,0,0,0.0,195.87198,0.0,0.0,365.457
211,14,15,8947849,URMA_WRITE,7,0ns,211,,0,0,0.0,195.87198,0.0,0.0,365.457
212,14,12,8947849,URMA_WRITE,7,0ns,212,,0,0,0.0,195.87198,0.0,0.0,365.457
213,14,0,8947849,URMA_WRITE,7,0ns,213,,0,0,0.0,598.94044,0.0,0.0,119.5157
214,14,11,8947849,URMA_WRITE,7,0ns,214,,0,0,0.0,605.40204,0.0,0.0,118.2401
215,14,1,8947849,URMA_WRITE,7,0ns,215,,0,0,0.0,610.94346,0.0,0.0,117.1676
216,14,10,8947849,URMA_WRITE,7,0ns,216,,0,0,0.0,599.54988,0.0,0.0,119.3942
217,14,2,8947849,URMA_WRITE,7,0ns,217,,0,0,0.0,597.13524,0.0,0.0,119.877
218,14,9,8947848,URMA_WRITE,7,0ns,218,,0,0,0.0,598.76654,0.0,0.0,119.5504
219,14,3,8947848,URMA_WRITE,7,0ns,219,,0,0,0.0,600.52036,0.0,0.0,119.2013
220,14,8,8947848,URMA_WRITE,7,0ns,220,,0,0,0.0,605.34204,0.0,0.0,118.2518
221,14,4,8947848,URMA_WRITE,7,0ns,221,,0,0,0.0,599.48924,0.0,0.0,119.4063
222,14,7,8947848,URMA_WRITE,7,0ns,222,,0,0,0.0,600.20022,0.0,0.0,119.2648
223,14,5,8947848,URMA_WRITE,7,0ns,223,,0,0,0.0,599.9214,0.0,0.0,119.3203
224,14,6,8947848,URMA_WRITE,7,0ns,224,,0,0,0.0,605.1658,0.0,0.0,118.2862
225,15,14,8947849,URMA_WRITE,7,0ns,225,,0,0,0.0,195.87198,0.0,0.0,365.457
