nodeId,dstNodeId,dstPortId,outPorts,metrics
0,40,5,5,2
0,40,6,6,2
0,40,7,7,2
0,40,8,8,2
0,40,9,9,2
0,40,10,10,2
0,40,11,11,2
0,41,0,0,2
0,41,1,1,2
0,41,2,2,2
0,41,3,3,2
0,41,4,4,2
0,41,5,5,2
0,41,6,6,2
0,41,7,7,2
0,41,8,8,2
0,41,9,9,2
0,41,10,10,2
0,41,11,11,2
0,42,0,0,2
0,42,1,1,2
0,42,2,2,2
0,42,3,3,2
0,42,4,4,2
0,42,5,5,2
0,42,6,6,2
0,42,7,7,2
0,42,8,8,2
0,42,9,9,2
0,42,10,10,2
0,42,11,11,2
0,43,0,0,2
0,43,1,1,2
0,43,2,2,2
0,43,3,3,2
0,43,4,4,2
0,43,5,5,2
0,43,6,6,2
0,43,7,7,2
0,43,8,8,2
0,43,9,9,2
0,43,10,10,2
0,43,11,11,2
0,44,0,0,2
0,44,1,1,2
0,44,2,2,2
0,44,3,3,2
0,44,4,4,2
0,44,5,5,2
0,44,6,6,2
0,44,7,7,2
0,44,8,8,2
0,44,9,9,2
0,44,10,10,2
0,44,11,11,2
0,45,0,0,2
0,45,1,1,2
0,45,2,2,2
0,45,3,3,2
0,45,4,4,2
0,45,5,5,2
0,45,6,6,2
0,45,7,7,2
0,45,8,8,2
0,45,9,9,2
0,45,10,10,2
0,45,11,11,2
0,46,0,0,2
0,46,1,1,2
0,46,2,2,2
0,46,3,3,2
0,46,4,4,2
0,46,5,5,2
0,46,6,6,2
0,46,7,7,2
0,46,8,8,2
0,46,9,9,2
0,46,10,10,2
0,46,11,11,2
0,47,0,0,2
0,47,1,1,2
0,47,2,2,2
0,47,3,3,2
0,47,4,4,2
0,47,5,5,2
0,47,6,6,2
0,47,7,7,2
0,47,8,8,2
0,47,9,9,2
0,47,10,10,2
0,47,11,11,2
0,48,0,0,2
0,48,1,1,2
0,48,2,2,2
0,48,3,3,2
0,48,4,4,2
0,48,5,5,2
0,48,6,6,2
0,48,7,7,2
0,48,8,8,2
0,48,9,9,2
0,48,10,10,2
0,48,11,11,2
0,49,0,0,2
0,49,1,1,2
0,49,2,2,2
0,49,3,3,2
0,49,4,4,2
0,49,5,5,2
0,49,6,6,2
0,49,7,7,2
0,49,8,8,2
0,49,9,9,2
0,49,10,10,2
0,49,11,11,2
0,50,0,0,2
0,50,1,1,2
0,50,2,2,2
0,50,3,3,2
0,50,4,4,2
0,50,5,5,2
0,50,6,6,2
0,50,7,7,2
0,50,8,8,2
0,50,9,9,2
0,50,10,10,2
0,50,11,11,2
0,51,0,0,2
0,51,1,1,2
0,51,2,2,2
0,51,3,3,2
0,51,4,4,2
0,51,5,5,2
0,51,6,6,2
0,51,7,7,2
0,51,8,8,2
0,51,9,9,2
0,51,10,10,2
0,51,11,11,2
0,52,0,0,2
0,52,1,1,2
0,52,2,2,2
0,52,3,3,2
0,52,4,4,2
0,52,5,5,2
0,52,6,6,2
0,52,7,7,2
0,52,8,8,2
0,52,9,9,2
0,52,10,10,2
0,52,11,11,2
0,53,0,0,2
0,53,1,1,2
0,53,2,2,2
0,53,3,3,2
0,53,4,4,2
0,53,5,5,2
0,53,6,6,2
0,53,7,7,2
0,53,8,8,2
0,53,9,9,2
0,53,10,10,2
0,53,11,11,2
0,54,0,0,2
0,54,1,1,2
0,54,2,2,2
0,54,3,3,2
0,54,4,4,2
0,54,5,5,2
0,54,6,6,2
0,54,7,7,2
0,54,8,8,2
0,54,9,9,2
0,54,10,10,2
0,54,11,11,2
0,55,0,0,2
0,55,1,1,2
0,55,2,2,2
0,55,3,3,2
0,55,4,4,2
0,55,5,5,2
0,55,6,6,2
0,55,7,7,2
0,55,8,8,2
0,55,9,9,2
0,55,10,10,2
0,55,11,11,2
0,56,0,0,2
0,56,1,1,2
0,56,2,2,2
0,56,3,3,2
0,56,4,4,2
0,56,5,5,2
0,56,6,6,2
