nodeId1,portId1,tpn1,nodeId2,portId2,tpn2,priority,metric
0,0,0,63,0,0,7,2
0,1,1,63,1,1,7,2
0,2,2,63,2,2,7,2
0,3,3,63,3,3,7,2
0,4,4,63,4,4,7,2
0,5,5,63,5,5,7,2
0,6,6,63,6,6,7,2
0,7,7,63,7,7,7,2
0,8,8,63,8,8,7,2
0,9,9,63,9,9,7,2
0,10,10,63,10,10,7,2
0,11,11,63,11,11,7,2
