nodeId,dstNodeId,dstPortId,outPorts,metrics
0,63,0,0,2
0,63,1,1,2
0,63,2,2,2
0,63,3,3,2
0,63,4,4,2
0,63,5,5,2
0,63,6,6,2
0,63,7,7,2
0,63,8,8,2
0,63,9,9,2
0,63,10,10,2
0,63,11,11,2
1024,63,0,63,1
1025,63,1,63,1
1026,63,2,63,1
1027,63,3,63,1
1028,63,4,63,1
1029,63,5,63,1
1030,63,6,63,1
1031,63,7,63,1
1032,63,8,63,1
1033,63,9,63,1
1034,63,10,63,1
1035,63,11,63,1
