taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
1099,11,1,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,79.0241,68.9678,79.03706,187.9622
1100,12,6,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1101,13,7,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1102,14,4,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,76.78202,68.9678,76.83436,241.886
1103,15,5,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1104,16,26,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.13142,68.9678,74.14438,366.0273
1105,17,27,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1106,18,24,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.0873,68.9678,74.10026,369.1811
1107,19,25,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.1307,68.9678,74.14366,366.0784
1108,20,30,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1109,21,31,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,78.94462,68.9678,78.95758,189.4594
1110,22,28,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1111,23,29,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,76.73942,68.9678,76.83994,243.2117
1112,24,18,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1113,25,19,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1114,26,16,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.06096,68.9678,74.07392,371.09
1115,27,17,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1116,28,22,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1117,29,23,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.06096,68.9678,74.07392,371.09
1118,30,20,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.17626,68.9678,74.18922,362.8768
1119,31,21,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,78.94136,68.9678,78.95432,189.5213
1120,32,42,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1121,33,43,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1122,34,40,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1123,35,41,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.1297,68.9678,74.14266,366.1493
1124,36,46,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,76.68084,68.9678,76.92442,245.0586
1125,37,47,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,78.94686,68.9678,78.95982,189.4169
1126,38,44,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1127,39,45,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1128,40,34,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,78.8498,68.9678,78.86276,191.2771
1129,41,35,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1130,42,32,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1131,43,33,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1132,44,38,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1133,45,39,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1134,46,36,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,78.7917,68.9678,78.80466,192.4083
1135,47,37,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,78.9436,68.9678,78.95656,189.4788
1136,48,58,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1137,49,59,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.09578,68.9678,74.10874,368.5707
1138,50,56,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1139,51,57,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1140,52,62,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.12318,68.9678,74.13614,366.6122
1141,53,63,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1142,54,60,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1143,55,61,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.09702,68.9678,74.10998,368.4817
1144,56,50,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,78.7917,68.9678,78.80466,192.4083
1145,57,51,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1146,58,48,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1147,59,49,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1148,60,54,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,78.8498,68.9678,78.86276,191.2771
1149,61,55,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1150,62,52,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.12302,68.9678,74.13598,366.6236
1151,63,53,236299,URMA_WRITE,1,0ns,10,9.0,68.9668,74.05996,68.9678,74.07292,371.1629
1152,0,11,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1153,1,10,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1154,2,9,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1155,3,8,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1156,4,15,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.1195,79.0251,84.13246,370.9997
1157,5,14,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1158,6,13,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.187,79.0251,84.19996,366.1493
1159,7,12,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11826,79.0251,84.13122,371.09
1160,8,3,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1161,9,2,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1162,10,1,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1163,11,0,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,88.849,79.0251,88.86196,192.4083
1164,12,7,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1165,13,6,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,88.9071,79.0251,88.92006,191.2771
1166,14,5,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1167,15,4,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1168,16,27,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.187,79.0251,84.19996,366.1493
1169,17,26,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,88.9071,79.0251,88.92006,191.2771
1170,18,25,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11906,79.0251,84.13122,371.0318
1171,19,24,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,93.82008,79.0251,93.83304,127.7639
1172,20,31,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.18032,79.0251,84.19328,366.6236
1173,21,30,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11826,79.0251,84.13122,371.09
1174,22,29,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1175,23,28,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,88.849,79.0251,88.86196,192.4083
1176,24,19,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,93.8221,79.0251,93.83506,127.7465
1177,25,18,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1178,26,17,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,91.47036,79.0251,91.6327,151.8843
1179,27,16,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1180,28,23,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11826,79.0251,84.13122,371.09
1181,29,22,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,91.52846,79.0251,91.63394,151.1786
1182,30,21,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11826,79.0251,84.13122,371.09
1183,31,20,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.18032,79.0251,84.19328,366.6236
1184,32,43,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1185,33,42,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1186,34,41,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,88.849,79.0251,88.86196,192.4083
1187,35,40,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1188,36,47,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,88.9071,79.0251,88.92006,191.2771
1189,37,46,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1190,38,45,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.18824,79.0251,84.2012,366.0613
1191,39,44,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1192,40,35,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1193,41,34,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1194,42,33,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1195,43,32,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1196,44,39,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1197,45,38,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1198,46,37,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1199,47,36,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1200,48,59,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.18032,79.0251,84.19328,366.6236
1201,49,58,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.18652,79.0251,84.19948,366.1833
1202,50,57,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,89.00068,79.0251,89.01364,189.483
1203,51,56,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.187,79.0251,84.19996,366.1493
1204,52,63,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1205,53,62,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1206,54,61,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1207,55,60,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,86.73714,79.0251,86.98072,245.0904
1208,56,51,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.18852,79.0251,84.20148,366.0415
1209,57,50,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,88.9999,79.0251,89.01286,189.4978
1210,58,49,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1211,59,48,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.18048,79.0251,84.19344,366.6122
1212,60,55,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1213,61,54,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1214,62,53,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1215,63,52,236299,URMA_WRITE,1,0ns,11,10.0,79.0241,84.11726,79.0251,84.13022,371.1629
1216,0,12,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,103.7051,93.8231,103.71806,191.2771
1217,1,13,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1218,2,14,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,103.7051,93.8231,103.71806,191.2771
1219,3,15,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1220,4,8,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1221,5,9,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1222,6,10,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,103.647,93.8231,103.65996,192.4083
1223,7,11,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,103.64672,93.8231,103.65968,192.4138
1224,8,4,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1225,9,5,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1226,10,6,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,103.56352,93.8231,103.63842,194.0571
1227,11,7,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,103.73048,93.8231,103.74344,190.7872
1228,12,0,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,103.67972,93.8231,103.69268,191.7696
1229,13,1,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1230,14,2,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1231,15,3,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.98624,93.8231,98.9992,366.0613
1232,16,28,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.97832,93.8231,98.99128,366.6236
1233,17,29,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1234,18,30,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1235,19,31,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,103.647,93.8231,103.65996,192.4083
1236,20,24,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,103.7051,93.8231,103.71806,191.2771
1237,21,25,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1238,22,26,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91626,93.8231,98.92922,371.09
1239,23,27,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91626,93.8231,98.92922,371.09
1240,24,20,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1241,25,21,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91626,93.8231,98.92922,371.09
1242,26,22,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91626,93.8231,98.92922,371.09
1243,27,23,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1244,28,16,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.97832,93.8231,98.99128,366.6236
1245,29,17,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1246,30,18,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,103.64672,93.8231,103.65968,192.4138
1247,31,19,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,103.7051,93.8231,103.71806,191.2771
1248,32,44,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.97832,93.8231,98.99128,366.6236
1249,33,45,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1250,34,46,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.97732,93.8231,98.99028,366.6947
1251,35,47,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1252,36,40,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1253,37,41,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1254,38,42,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1255,39,43,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1256,40,36,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1257,41,37,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1258,42,38,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1259,43,39,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1260,44,32,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.97832,93.8231,98.99128,366.6236
1261,45,33,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1262,46,34,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.978,93.8231,98.99096,366.6464
1263,47,35,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1264,48,60,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1265,49,61,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1266,50,62,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91626,93.8231,98.92922,371.09
1267,51,63,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1268,52,56,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1269,53,57,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1270,54,58,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91626,93.8231,98.92922,371.09
1271,55,59,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1272,56,52,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1273,57,53,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1274,58,54,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.9175,93.8231,98.93046,370.9997
1275,59,55,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.987,93.8231,98.99996,366.0075
1276,60,48,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91626,93.8231,98.92922,371.09
1277,61,49,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1278,62,50,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91526,93.8231,98.92822,371.1629
1279,63,51,236299,URMA_WRITE,1,0ns,12,11.0,93.8221,98.91626,93.8231,98.92922,371.09
1280,0,13,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,113.70706,103.73148,113.72002,189.483
1281,1,12,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,111.44352,103.73148,111.5189,245.0904
1282,2,15,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82464,103.73148,108.8376,371.09
1283,3,14,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1284,4,9,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1285,5,8,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1286,6,11,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,113.70604,103.73148,113.719,189.5023
1287,7,10,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.89338,103.73148,108.90634,366.1493
1288,8,5,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.8941,103.73148,108.90706,366.0982
1289,9,4,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1290,10,7,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,111.527,103.73148,111.77158,242.4661
1291,11,6,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,113.7093,103.73148,113.72226,189.4404
1292,12,1,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1293,13,0,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,113.70628,103.73148,113.71924,189.4978
1294,14,3,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1295,15,2,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1296,16,29,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1297,17,28,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.87556,103.73148,108.88852,367.4174
1298,18,31,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,113.55538,103.73148,113.56834,192.4083
1299,19,30,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.95656,103.73148,108.96952,361.7227
1300,20,25,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1301,21,24,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1302,22,27,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,113.61348,103.73148,113.62644,191.2771
1303,23,26,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1304,24,21,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1305,25,20,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1306,26,23,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1307,27,22,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1308,28,17,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.85746,103.73148,108.87042,368.7145
1309,29,16,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1310,30,19,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.95486,103.73148,108.96782,361.8404
1311,31,18,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1312,32,45,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.88542,103.73148,108.89838,366.7146
1313,33,44,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,113.70728,103.73148,113.72024,189.4788
1314,34,47,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,113.70504,103.73148,113.718,189.5213
1315,35,46,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1316,36,41,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.86972,103.73148,108.88268,367.8349
1317,37,40,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1318,38,43,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.88562,103.73148,108.89858,366.7004
1319,39,42,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1320,40,37,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,111.52724,103.73148,111.77182,242.4587
1321,41,36,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1322,42,39,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,111.44476,103.73148,111.5199,245.051
1323,43,38,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.88888,103.73148,108.90184,366.4687
1324,44,33,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,113.70806,103.73148,113.72102,189.464
1325,45,32,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.88638,103.73148,108.89934,366.6464
1326,46,35,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1327,47,34,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,113.70954,103.73148,113.7225,189.4359
1328,48,61,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1329,49,60,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1330,50,63,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1331,51,62,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1332,52,57,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1333,53,56,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1334,54,59,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1335,55,58,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82464,103.73148,108.8376,371.09
1336,56,53,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1337,57,52,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.89338,103.73148,108.90634,366.1493
1338,58,55,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1339,59,54,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.89338,103.73148,108.90634,366.1493
1340,60,49,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82464,103.73148,108.8376,371.09
1341,61,48,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1342,62,51,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1343,63,50,236299,URMA_WRITE,1,0ns,13,12.0,103.73048,108.82364,103.73148,108.8366,371.1629
1344,0,14,236299,URMA_WRITE,1,0ns,14,13.0,113.70954,118.87244,113.71054,118.8854,366.1493
1345,1,15,236299,URMA_WRITE,1,0ns,14,13.0,113.70954,123.59254,113.71054,123.6055,191.2771
1346,2,12,236299,URMA_WRITE,1,0ns,14,13.0,113.70954,118.8027,113.71054,118.81566,371.1629
