taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
137,9,7,8947849,URMA_WRITE,7,0ns,137,,0,0,0.0,652.0443,0.0,0.0,109.7821
138,9,11,8947849,URMA_WRITE,7,0ns,138,,0,0,0.0,214.85406,0.0,0.0,333.1694
139,9,6,8947849,URMA_WRITE,7,0ns,139,,0,0,0.0,645.86818,0.0,0.0,110.8319
140,9,12,8947849,URMA_WRITE,7,0ns,140,,0,0,0.0,649.51388,0.0,0.0,110.2098
141,9,5,8947849,URMA_WRITE,7,0ns,141,,0,0,0.0,655.81494,0.0,0.0,109.1509
142,9,13,8947849,URMA_WRITE,7,0ns,142,,0,0,0.0,649.59656,0.0,0.0,110.1958
143,9,4,8947848,URMA_WRITE,7,0ns,143,,0,0,0.0,650.82036,0.0,0.0,109.9885
144,9,14,8947848,URMA_WRITE,7,0ns,144,,0,0,0.0,650.64072,0.0,0.0,110.0189
145,9,3,8947848,URMA_WRITE,7,0ns,145,,0,0,0.0,651.3474,0.0,0.0,109.8995
146,9,15,8947848,URMA_WRITE,7,0ns,146,,0,0,0.0,653.23242,0.0,0.0,109.5824
147,9,2,8947848,URMA_WRITE,7,0ns,147,,0,0,0.0,646.15396,0.0,0.0,110.7829
148,9,0,8947848,URMA_WRITE,7,0ns,148,,0,0,0.0,647.93532,0.0,0.0,110.4783
149,9,1,8947848,URMA_WRITE,7,0ns,149,,0,0,0.0,659.06678,0.0,0.0,108.6123
150,10,9,8947849,URMA_WRITE,7,0ns,150,,0,0,0.0,214.85406,0.0,0.0,333.1694
151,10,11,8947849,URMA_WRITE,7,0ns,151,,0,0,0.0,214.85406,0.0,0.0,333.1694
152,10,8,8947849,URMA_WRITE,7,0ns,152,,0,0,0.0,214.85406,0.0,0.0,333.1694
153,10,12,8947849,URMA_WRITE,7,0ns,153,,0,0,0.0,655.36204,0.0,0.0,109.2263
154,10,7,8947849,URMA_WRITE,7,0ns,154,,0,0,0.0,651.84128,0.0,0.0,109.8163
155,10,13,8947849,URMA_WRITE,7,0ns,155,,0,0,0.0,654.08436,0.0,0.0,109.4397
156,10,6,8947849,URMA_WRITE,7,0ns,156,,0,0,0.0,647.74156,0.0,0.0,110.5113
157,10,14,8947849,URMA_WRITE,7,0ns,157,,0,0,0.0,651.90048,0.0,0.0,109.8063
158,10,5,8947848,URMA_WRITE,7,0ns,158,,0,0,0.0,656.88482,0.0,0.0,108.9731
159,10,15,8947848,URMA_WRITE,7,0ns,159,,0,0,0.0,654.21792,0.0,0.0,109.4173
160,10,4,8947848,URMA_WRITE,7,0ns,160,,0,0,0.0,656.01736,0.0,0.0,109.1172
161,10,0,8947848,URMA_WRITE,7,0ns,161,,0,0,0.0,652.1256,0.0,0.0,109.7684
162,10,3,8947848,URMA_WRITE,7,0ns,162,,0,0,0.0,655.44182,0.0,0.0,109.213
163,10,1,8947848,URMA_WRITE,7,0ns,163,,0,0,0.0,655.48622,0.0,0.0,109.2056
164,10,2,8947848,URMA_WRITE,7,0ns,164,,0,0,0.0,654.40328,0.0,0.0,109.3863
165,11,10,8947849,URMA_WRITE,7,0ns,165,,0,0,0.0,214.85406,0.0,0.0,333.1694
166,11,12,8947849,URMA_WRITE,7,0ns,166,,0,0,0.0,650.94298,0.0,0.0,109.9678
167,11,9,8947849,URMA_WRITE,7,0ns,167,,0,0,0.0,214.85406,0.0,0.0,333.1694
168,11,13,8947849,URMA_WRITE,7,0ns,168,,0,0,0.0,654.64172,0.0,0.0,109.3465
169,11,8,8947849,URMA_WRITE,7,0ns,169,,0,0,0.0,214.85406,0.0,0.0,333.1694
