taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,srcPortHint,dstPortHint
117,2,14,2236962,URMA_WRITE,7,0ns,36,,0,0,3,3
118,2,14,2236962,URMA_WRITE,7,0ns,36,,1,1,4,4
119,2,14,2236962,URMA_WRITE,7,0ns,36,,2,2,5,5
120,2,14,2236963,URMA_WRITE,7,0ns,36,,3,3,6,6
121,2,6,2236962,URMA_WRITE,7,0ns,37,,0,0,3,3
122,2,6,2236962,URMA_WRITE,7,0ns,37,,1,1,4,4
123,2,6,2236962,URMA_WRITE,7,0ns,37,,2,2,5,5
124,2,6,2236963,URMA_WRITE,7,0ns,37,,3,3,6,6
125,2,13,2236962,URMA_WRITE,7,0ns,38,,0,0,3,3
126,2,13,2236962,URMA_WRITE,7,0ns,38,,1,1,4,4
127,2,13,2236962,URMA_WRITE,7,0ns,38,,2,2,5,5
128,2,13,2236962,URMA_WRITE,7,0ns,38,,3,3,6,6
129,2,7,2236962,URMA_WRITE,7,0ns,39,,0,0,3,3
130,2,7,2236962,URMA_WRITE,7,0ns,39,,1,1,4,4
131,2,7,2236962,URMA_WRITE,7,0ns,39,,2,2,5,5
132,2,7,2236962,URMA_WRITE,7,0ns,39,,3,3,6,6
133,2,12,2236962,URMA_WRITE,7,0ns,40,,0,0,3,3
134,2,12,2236962,URMA_WRITE,7,0ns,40,,1,1,4,4
135,2,12,2236962,URMA_WRITE,7,0ns,40,,2,2,5,5
136,2,12,2236962,URMA_WRITE,7,0ns,40,,3,3,6,6
137,2,8,2236962,URMA_WRITE,7,0ns,41,,0,0,3,3
138,2,8,2236962,URMA_WRITE,7,0ns,41,,1,1,4,4
139,2,8,2236962,URMA_WRITE,7,0ns,41,,2,2,5,5
140,2,8,2236962,URMA_WRITE,7,0ns,41,,3,3,6,6
141,2,11,2236962,URMA_WRITE,7,0ns,42,,0,0,3,3
142,2,11,2236962,URMA_WRITE,7,0ns,42,,1,1,4,4
143,2,11,2236962,URMA_WRITE,7,0ns,42,,2,2,5,5
144,2,11,2236962,URMA_WRITE,7,0ns,42,,3,3,6,6
145,2,9,2236962,URMA_WRITE,7,0ns,43,,0,0,3,3
146,2,9,2236962,URMA_WRITE,7,0ns,43,,1,1,4,4
147,2,9,2236962,URMA_WRITE,7,0ns,43,,2,2,5,5
148,2,9,2236962,URMA_WRITE,7,0ns,43,,3,3,6,6
149,2,10,2236962,URMA_WRITE,7,0ns,44,,0,0,3,3
150,2,10,2236962,URMA_WRITE,7,0ns,44,,1,1,4,4
151,2,10,2236962,URMA_WRITE,7,0ns,44,,2,2,5,5
152,2,10,2236962,URMA_WRITE,7,0ns,44,,3,3,6,6
153,3,2,8947849,URMA_WRITE,7,0ns,45,,0,0,2,2
154,3,4,2236962,URMA_WRITE,7,0ns,46,,0,0,3,3
155,3,4,2236962,URMA_WRITE,7,0ns,46,,1,1,4,4
156,3,4,2236962,URMA_WRITE,7,0ns,46,,2,2,5,5
157,3,4,2236963,URMA_WRITE,7,0ns,46,,3,3,6,6
158,3,1,8947849,URMA_WRITE,7,0ns,47,,0,0,1,2
159,3,5,2236962,URMA_WRITE,7,0ns,48,,0,0,3,3
160,3,5,2236962,URMA_WRITE,7,0ns,48,,1,1,4,4
161,3,5,2236962,URMA_WRITE,7,0ns,48,,2,2,5,5
162,3,5,2236963,URMA_WRITE,7,0ns,48,,3,3,6,6
163,3,0,8947849,URMA_WRITE,7,0ns,49,,0,0,0,2
164,3,6,2236962,URMA_WRITE,7,0ns,50,,0,0,3,3
165,3,6,2236962,URMA_WRITE,7,0ns,50,,1,1,4,4
166,3,6,2236962,URMA_WRITE,7,0ns,50,,2,2,5,5
167,3,6,2236963,URMA_WRITE,7,0ns,50,,3,3,6,6
168,3,15,2236962,URMA_WRITE,7,0ns,51,,0,0,3,3
169,3,15,2236962,URMA_WRITE,7,0ns,51,,1,1,4,4
170,3,15,2236962,URMA_WRITE,7,0ns,51,,2,2,5,5
171,3,15,2236963,URMA_WRITE,7,0ns,51,,3,3,6,6
172,3,7,2236962,URMA_WRITE,7,0ns,52,,0,0,3,3
173,3,7,2236962,URMA_WRITE,7,0ns,52,,1,1,4,4
174,3,7,2236962,URMA_WRITE,7,0ns,52,,2,2,5,5
175,3,7,2236963,URMA_WRITE,7,0ns,52,,3,3,6,6
176,3,14,2236962,URMA_WRITE,7,0ns,53,,0,0,3,3
177,3,14,2236962,URMA_WRITE,7,0ns,53,,1,1,4,4
178,3,14,2236962,URMA_WRITE,7,0ns,53,,2,2,5,5
179,3,14,2236962,URMA_WRITE,7,0ns,53,,3,3,6,6
180,3,8,2236962,URMA_WRITE,7,0ns,54,,0,0,3,3
181,3,8,2236962,URMA_WRITE,7,0ns,54,,1,1,4,4
182,3,8,2236962,URMA_WRITE,7,0ns,54,,2,2,5,5
183,3,8,2236962,URMA_WRITE,7,0ns,54,,3,3,6,6
184,3,13,2236962,URMA_WRITE,7,0ns,55,,0,0,3,3
185,3,13,2236962,URMA_WRITE,7,0ns,55,,1,1,4,4
186,3,13,2236962,URMA_WRITE,7,0ns,55,,2,2,5,5
187,3,13,2236962,URMA_WRITE,7,0ns,55,,3,3,6,6
188,3,9,2236962,URMA_WRITE,7,0ns,56,,0,0,3,3
189,3,9,2236962,URMA_WRITE,7,0ns,56,,1,1,4,4
190,3,9,2236962,URMA_WRITE,7,0ns,56,,2,2,5,5
191,3,9,2236962,URMA_WRITE,7,0ns,56,,3,3,6,6
192,3,12,2236962,URMA_WRITE,7,0ns,57,,0,0,3,3
193,3,12,2236962,URMA_WRITE,7,0ns,57,,1,1,4,4
194,3,12,2236962,URMA_WRITE,7,0ns,57,,2,2,5,5
195,3,12,2236962,URMA_WRITE,7,0ns,57,,3,3,6,6
196,3,10,2236962,URMA_WRITE,7,0ns,58,,0,0,3,3
197,3,10,2236962,URMA_WRITE,7,0ns,58,,1,1,4,4
198,3,10,2236962,URMA_WRITE,7,0ns,58,,2,2,5,5
199,3,10,2236962,URMA_WRITE,7,0ns,58,,3,3,6,6
200,3,11,2236962,URMA_WRITE,7,0ns,59,,0,0,3,3
201,3,11,2236962,URMA_WRITE,7,0ns,59,,1,1,4,4
202,3,11,2236962,URMA_WRITE,7,0ns,59,,2,2,5,5
203,3,11,2236962,URMA_WRITE,7,0ns,59,,3,3,6,6
204,4,3,2236962,URMA_WRITE,7,0ns,60,,0,0,3,3
205,4,3,2236962,URMA_WRITE,7,0ns,60,,1,1,4,4
206,4,3,2236962,URMA_WRITE,7,0ns,60,,2,2,5,5
207,4,3,2236963,URMA_WRITE,7,0ns,60,,3,3,6,6
208,4,5,8947849,URMA_WRITE,7,0ns,61,,0,0,0,0
209,4,2,2236962,URMA_WRITE,7,0ns,62,,0,0,3,3
