nodeId1,portId1,nodeId2,portId2,bandwidth,delay
0,0,256,0,400Gbps,1ns
0,1,288,0,400Gbps,1ns
0,2,320,0,400Gbps,1ns
0,3,352,0,400Gbps,1ns
0,4,384,0,400Gbps,1ns
0,5,416,0,400Gbps,1ns
0,6,448,0,400Gbps,1ns
0,7,480,0,400Gbps,1ns
1,0,256,1,400Gbps,1ns
1,1,288,1,400Gbps,1ns
1,2,320,1,400Gbps,1ns
1,3,352,1,400Gbps,1ns
1,4,384,1,400Gbps,1ns
1,5,416,1,400Gbps,1ns
1,6,448,1,400Gbps,1ns
1,7,480,1,400Gbps,1ns
2,0,256,2,400Gbps,1ns
2,1,288,2,400Gbps,1ns
2,2,320,2,400Gbps,1ns
2,3,352,2,400Gbps,1ns
2,4,384,2,400Gbps,1ns
2,5,416,2,400Gbps,1ns
2,6,448,2,400Gbps,1ns
2,7,480,2,400Gbps,1ns
3,0,256,3,400Gbps,1ns
3,1,288,3,400Gbps,1ns
3,2,320,3,400Gbps,1ns
3,3,352,3,400Gbps,1ns
3,4,384,3,400Gbps,1ns
3,5,416,3,400Gbps,1ns
3,6,448,3,400Gbps,1ns
3,7,480,3,400Gbps,1ns
4,0,256,4,400Gbps,1ns
4,1,288,4,400Gbps,1ns
4,2,320,4,400Gbps,1ns
4,3,352,4,400Gbps,1ns
4,4,384,4,400Gbps,1ns
4,5,416,4,400Gbps,1ns
4,6,448,4,400Gbps,1ns
4,7,480,4,400Gbps,1ns
5,0,256,5,400Gbps,1ns
5,1,288,5,400Gbps,1ns
5,2,320,5,400Gbps,1ns
5,3,352,5,400Gbps,1ns
5,4,384,5,400Gbps,1ns
5,5,416,5,400Gbps,1ns
5,6,448,5,400Gbps,1ns
5,7,480,5,400Gbps,1ns
6,0,256,6,400Gbps,1ns
6,1,288,6,400Gbps,1ns
6,2,320,6,400Gbps,1ns
6,3,352,6,400Gbps,1ns
6,4,384,6,400Gbps,1ns
6,5,416,6,400Gbps,1ns
6,6,448,6,400Gbps,1ns
6,7,480,6,400Gbps,1ns
7,0,256,7,400Gbps,1ns
7,1,288,7,400Gbps,1ns
7,2,320,7,400Gbps,1ns
7,3,352,7,400Gbps,1ns
7,4,384,7,400Gbps,1ns
7,5,416,7,400Gbps,1ns
7,6,448,7,400Gbps,1ns
7,7,480,7,400Gbps,1ns
8,0,257,0,400Gbps,1ns
8,1,289,0,400Gbps,1ns
8,2,321,0,400Gbps,1ns
8,3,353,0,400Gbps,1ns
8,4,385,0,400Gbps,1ns
8,5,417,0,400Gbps,1ns
8,6,449,0,400Gbps,1ns
8,7,481,0,400Gbps,1ns
9,0,257,1,400Gbps,1ns
9,1,289,1,400Gbps,1ns
9,2,321,1,400Gbps,1ns
9,3,353,1,400Gbps,1ns
9,4,385,1,400Gbps,1ns
9,5,417,1,400Gbps,1ns
9,6,449,1,400Gbps,1ns
9,7,481,1,400Gbps,1ns
10,0,257,2,400Gbps,1ns
10,1,289,2,400Gbps,1ns
10,2,321,2,400Gbps,1ns
10,3,353,2,400Gbps,1ns
10,4,385,2,400Gbps,1ns
10,5,417,2,400Gbps,1ns
10,6,449,2,400Gbps,1ns
10,7,481,2,400Gbps,1ns
11,0,257,3,400Gbps,1ns
11,1,289,3,400Gbps,1ns
11,2,321,3,400Gbps,1ns
11,3,353,3,400Gbps,1ns
11,4,385,3,400Gbps,1ns
11,5,417,3,400Gbps,1ns
11,6,449,3,400Gbps,1ns
11,7,481,3,400Gbps,1ns
12,0,257,4,400Gbps,1ns
12,1,289,4,400Gbps,1ns
12,2,321,4,400Gbps,1ns
12,3,353,4,400Gbps,1ns
12,4,385,4,400Gbps,1ns
12,5,417,4,400Gbps,1ns
12,6,449,4,400Gbps,1ns
12,7,481,4,400Gbps,1ns
13,0,257,5,400Gbps,1ns
13,1,289,5,400Gbps,1ns
13,2,321,5,400Gbps,1ns
13,3,353,5,400Gbps,1ns
13,4,385,5,400Gbps,1ns
13,5,417,5,400Gbps,1ns
13,6,449,5,400Gbps,1ns
13,7,481,5,400Gbps,1ns
14,0,257,6,400Gbps,1ns
14,1,289,6,400Gbps,1ns
14,2,321,6,400Gbps,1ns
14,3,353,6,400Gbps,1ns
14,4,385,6,400Gbps,1ns
14,5,417,6,400Gbps,1ns
14,6,449,6,400Gbps,1ns
14,7,481,6,400Gbps,1ns
15,0,257,7,400Gbps,1ns
15,1,289,7,400Gbps,1ns
