taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
134,8,0,8947848,URMA_WRITE,7,0ns,134,,135,135,0.0,554.92412,0.0,0.0,128.9956
135,9,8,8947849,URMA_WRITE,7,0ns,135,,136,136,0.0,181.63326,0.0,0.0,394.1062
136,9,10,8947849,URMA_WRITE,7,0ns,136,,137,137,0.0,181.63326,0.0,0.0,394.1062
137,9,7,8947849,URMA_WRITE,7,0ns,137,,138,138,0.0,553.2211,0.0,0.0,129.3927
138,9,11,8947849,URMA_WRITE,7,0ns,138,,139,139,0.0,181.63326,0.0,0.0,394.1062
139,9,6,8947849,URMA_WRITE,7,0ns,139,,140,140,0.0,561.42812,0.0,0.0,127.5013
140,9,12,8947849,URMA_WRITE,7,0ns,140,,141,141,0.0,552.86796,0.0,0.0,129.4754
141,9,5,8947849,URMA_WRITE,7,0ns,141,,142,142,0.0,552.77626,0.0,0.0,129.4969
142,9,13,8947849,URMA_WRITE,7,0ns,142,,143,143,0.0,552.17124,0.0,0.0,129.6388
143,9,4,8947848,URMA_WRITE,7,0ns,143,,144,144,0.0,554.93062,0.0,0.0,128.9941
144,9,14,8947848,URMA_WRITE,7,0ns,144,,145,145,0.0,552.61876,0.0,0.0,129.5338
145,9,3,8947848,URMA_WRITE,7,0ns,145,,146,146,0.0,555.1691,0.0,0.0,128.9387
146,9,15,8947848,URMA_WRITE,7,0ns,146,,147,147,0.0,549.7278,0.0,0.0,130.215
147,9,2,8947848,URMA_WRITE,7,0ns,147,,148,148,0.0,556.62694,0.0,0.0,128.601
148,9,0,8947848,URMA_WRITE,7,0ns,148,,149,149,0.0,554.86796,0.0,0.0,129.0087
149,9,1,8947848,URMA_WRITE,7,0ns,149,,150,150,0.0,562.748,0.0,0.0,127.2022
150,10,9,8947849,URMA_WRITE,7,0ns,150,,151,151,0.0,181.63326,0.0,0.0,394.1062
151,10,11,8947849,URMA_WRITE,7,0ns,151,,152,152,0.0,181.63326,0.0,0.0,394.1062
152,10,8,8947849,URMA_WRITE,7,0ns,152,,153,153,0.0,181.63326,0.0,0.0,394.1062
153,10,12,8947849,URMA_WRITE,7,0ns,153,,154,154,0.0,558.7104,0.0,0.0,128.1215
154,10,7,8947849,URMA_WRITE,7,0ns,154,,155,155,0.0,553.2201,0.0,0.0,129.393
155,10,13,8947849,URMA_WRITE,7,0ns,155,,156,156,0.0,557.92268,0.0,0.0,128.3024
156,10,6,8947849,URMA_WRITE,7,0ns,156,,157,157,0.0,555.0151,0.0,0.0,128.9745
157,10,14,8947849,URMA_WRITE,7,0ns,157,,158,158,0.0,554.05248,0.0,0.0,129.1986
158,10,5,8947848,URMA_WRITE,7,0ns,158,,159,159,0.0,562.43658,0.0,0.0,127.2726
159,10,15,8947848,URMA_WRITE,7,0ns,159,,160,160,0.0,558.08452,0.0,0.0,128.2651
160,10,4,8947848,URMA_WRITE,7,0ns,160,,161,161,0.0,558.57316,0.0,0.0,128.1529
161,10,0,8947848,URMA_WRITE,7,0ns,161,,162,162,0.0,554.86896,0.0,0.0,129.0084
