taskId,sourceNodeId,destNodeId,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases
0,0,1,1073741824,URMA_WRITE,7,0ns,0,
1,1,0,1073741824,URMA_WRITE,7,0ns,1,
