taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,srcPortHint,dstPortHint,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
0,0,1,8947849,URMA_WRITE,7,0ns,0,,0,0,0,0,0.0,188.38198,0.0,0.0,379.9875
1,1,2,8947849,URMA_WRITE,7,0ns,1,,0,0,1,1,0.0,188.38198,0.0,0.0,379.9875
2,2,3,8947849,URMA_WRITE,7,0ns,2,,0,0,2,2,0.0,188.38198,0.0,0.0,379.9875
3,3,0,8947849,URMA_WRITE,7,0ns,3,,0,0,0,2,0.0,188.38198,0.0,0.0,379.9875
4,4,5,8947849,URMA_WRITE,7,0ns,4,,0,0,0,0,0.0,188.38198,0.0,0.0,379.9875
5,5,6,8947849,URMA_WRITE,7,0ns,5,,0,0,1,1,0.0,188.38198,0.0,0.0,379.9875
6,6,7,8947849,URMA_WRITE,7,0ns,6,,0,0,2,2,0.0,188.38198,0.0,0.0,379.9875
7,7,4,8947849,URMA_WRITE,7,0ns,7,,0,0,0,2,0.0,188.38198,0.0,0.0,379.9875
8,8,9,8947848,URMA_WRITE,7,0ns,8,,0,0,0,0,0.0,188.38196,0.0,0.0,379.9875
9,9,10,8947848,URMA_WRITE,7,0ns,9,,0,0,1,1,0.0,188.38196,0.0,0.0,379.9875
10,10,11,8947848,URMA_WRITE,7,0ns,10,,0,0,2,2,0.0,188.38196,0.0,0.0,379.9875
11,11,8,8947848,URMA_WRITE,7,0ns,11,,0,0,0,2,0.0,188.38196,0.0,0.0,379.9875
12,12,13,8947848,URMA_WRITE,7,0ns,12,,0,0,0,0,0.0,188.38196,0.0,0.0,379.9875
13,13,14,8947848,URMA_WRITE,7,0ns,13,,0,0,1,1,0.0,188.38196,0.0,0.0,379.9875
14,14,15,8947848,URMA_WRITE,7,0ns,14,,0,0,2,2,0.0,188.38196,0.0,0.0,379.9875
15,15,12,8947848,URMA_WRITE,7,0ns,15,,0,0,0,2,0.0,188.38196,0.0,0.0,379.9875
16,0,2,8947849,URMA_WRITE,7,0ns,16,,0,0,1,0,0.0,188.38198,0.0,0.0,379.9875
17,1,3,8947849,URMA_WRITE,7,0ns,17,,0,0,2,1,0.0,188.38198,0.0,0.0,379.9875
18,2,0,8947849,URMA_WRITE,7,0ns,18,,0,0,0,1,0.0,188.38198,0.0,0.0,379.9875
19,3,1,8947849,URMA_WRITE,7,0ns,19,,0,0,1,2,0.0,188.38198,0.0,0.0,379.9875
20,4,6,8947849,URMA_WRITE,7,0ns,20,,0,0,1,0,0.0,188.38198,0.0,0.0,379.9875
21,5,7,8947849,URMA_WRITE,7,0ns,21,,0,0,2,1,0.0,188.38198,0.0,0.0,379.9875
22,6,4,8947849,URMA_WRITE,7,0ns,22,,0,0,0,1,0.0,188.38198,0.0,0.0,379.9875
23,7,5,8947849,URMA_WRITE,7,0ns,23,,0,0,1,2,0.0,188.38198,0.0,0.0,379.9875
24,8,10,8947848,URMA_WRITE,7,0ns,24,,0,0,1,0,0.0,188.38196,0.0,0.0,379.9875
25,9,11,8947848,URMA_WRITE,7,0ns,25,,0,0,2,1,0.0,188.38196,0.0,0.0,379.9875
26,10,8,8947848,URMA_WRITE,7,0ns,26,,0,0,0,1,0.0,188.38196,0.0,0.0,379.9875
27,11,9,8947848,URMA_WRITE,7,0ns,27,,0,0,1,2,0.0,188.38196,0.0,0.0,379.9875
28,12,14,8947848,URMA_WRITE,7,0ns,28,,0,0,1,0,0.0,188.38196,0.0,0.0,379.9875
29,13,15,8947848,URMA_WRITE,7,0ns,29,,0,0,2,1,0.0,188.38196,0.0,0.0,379.9875
30,14,12,8947848,URMA_WRITE,7,0ns,30,,0,0,0,1,0.0,188.38196,0.0,0.0,379.9875
31,15,13,8947848,URMA_WRITE,7,0ns,31,,0,0,1,2,0.0,188.38196,0.0,0.0,379.9875
32,0,3,8947849,URMA_WRITE,7,0ns,32,,0,0,2,0,0.0,188.38198,0.0,0.0,379.9875
33,1,0,8947849,URMA_WRITE,7,0ns,33,,0,0,0,0,0.0,188.38198,0.0,0.0,379.9875
34,2,1,8947849,URMA_WRITE,7,0ns,34,,0,0,1,1,0.0,188.38198,0.0,0.0,379.9875
35,3,2,8947849,URMA_WRITE,7,0ns,35,,0,0,2,2,0.0,188.38198,0.0,0.0,379.9875
36,4,7,8947849,URMA_WRITE,7,0ns,36,,0,0,2,0,0.0,188.38198,0.0,0.0,379.9875
37,5,4,8947849,URMA_WRITE,7,0ns,37,,0,0,0,0,0.0,188.38198,0.0,0.0,379.9875
38,6,5,8947849,URMA_WRITE,7,0ns,38,,0,0,1,1,0.0,188.38198,0.0,0.0,379.9875
39,7,6,8947849,URMA_WRITE,7,0ns,39,,0,0,2,2,0.0,188.38198,0.0,0.0,379.9875
40,8,11,8947848,URMA_WRITE,7,0ns,40,,0,0,2,0,0.0,188.38196,0.0,0.0,379.9875
41,9,8,8947848,URMA_WRITE,7,0ns,41,,0,0,0,0,0.0,188.38196,0.0,0.0,379.9875
42,10,9,8947848,URMA_WRITE,7,0ns,42,,0,0,1,1,0.0,188.38196,0.0,0.0,379.9875
43,11,10,8947848,URMA_WRITE,7,0ns,43,,0,0,2,2,0.0,188.38196,0.0,0.0,379.9875
44,12,15,8947848,URMA_WRITE,7,0ns,44,,0,0,2,0,0.0,188.38196,0.0,0.0,379.9875
45,13,12,8947848,URMA_WRITE,7,0ns,45,,0,0,0,0,0.0,188.38196,0.0,0.0,379.9875
46,14,13,8947848,URMA_WRITE,7,0ns,46,,0,0,1,1,0.0,188.38196,0.0,0.0,379.9875
47,15,14,8947848,URMA_WRITE,7,0ns,47,,0,0,2,2,0.0,188.38196,0.0,0.0,379.9875
48,0,12,8947848,URMA_WRITE,7,0ns,48,,0,0,3,3,0.0,191.81428,0.0,0.0,373.188
49,1,13,8947848,URMA_WRITE,7,0ns,49,,0,0,3,3,0.0,191.81428,0.0,0.0,373.188
50,2,14,8947848,URMA_WRITE,7,0ns,50,,0,0,3,3,0.0,191.81428,0.0,0.0,373.188
51,3,15,8947848,URMA_WRITE,7,0ns,51,,0,0,3,3,0.0,191.81428,0.0,0.0,373.188
52,4,8,8947849,URMA_WRITE,7,0ns,52,,0,0,3,3,0.0,191.8143,0.0,0.0,373.188
53,5,9,8947848,URMA_WRITE,7,0ns,53,,0,0,3,3,0.0,191.81428,0.0,0.0,373.188
54,6,10,8947848,URMA_WRITE,7,0ns,54,,0,0,3,3,0.0,191.81428,0.0,0.0,373.188
55,7,11,8947848,URMA_WRITE,7,0ns,55,,0,0,3,3,0.0,191.81428,0.0,0.0,373.188
56,8,4,8947849,URMA_WRITE,7,0ns,56,,0,0,3,3,0.0,191.8063,0.0,0.0,373.2035
57,9,5,8947849,URMA_WRITE,7,0ns,57,,0,0,3,3,0.0,191.80628,0.0,0.0,373.2036
58,10,6,8947849,URMA_WRITE,7,0ns,58,,0,0,3,3,0.0,191.80628,0.0,0.0,373.2036
59,11,7,8947849,URMA_WRITE,7,0ns,59,,0,0,3,3,0.0,191.80628,0.0,0.0,373.2036
60,12,0,8947849,URMA_WRITE,7,0ns,60,,0,0,3,3,0.0,191.80628,0.0,0.0,373.2036
61,13,1,8947849,URMA_WRITE,7,0ns,61,,0,0,3,3,0.0,191.80628,0.0,0.0,373.2036
62,14,2,8947849,URMA_WRITE,7,0ns,62,,0,0,3,3,0.0,191.80628,0.0,0.0,373.2036
