nodeId,dstNodeId,dstPortId,outPorts,metrics
18,9,5,9,1
18,10,5,10,1
18,11,5,11,1
18,12,5,12,1
18,13,5,13,1
18,14,5,14,1
18,15,5,15,1
19,0,6,0,1
19,1,6,1,1
19,2,6,2,1
19,3,6,3,1
19,4,6,4,1
19,5,6,5,1
19,6,6,6,1
19,7,6,7,1
19,8,6,8,1
19,9,6,9,1
19,10,6,10,1
19,11,6,11,1
19,12,6,12,1
19,13,6,13,1
19,14,6,14,1
19,15,6,15,1
