nodeId1,portId1,tpn1,nodeId2,portId2,tpn2,priority,metric
0,0,0,1,0,0,7,1
0,1,1,2,0,0,7,1
0,2,2,3,0,0,7,1
0,3,3,4,3,0,7,2
0,4,8,5,4,1,7,2
0,5,13,6,5,2,7,2
0,6,18,7,6,3,7,2
0,3,19,8,3,0,7,2
0,4,24,9,4,1,7,2
0,5,29,10,5,2,7,2
0,6,34,11,6,3,7,2
0,3,35,12,3,0,7,2
0,4,40,13,4,1,7,2
0,5,45,14,5,2,7,2
0,6,50,15,6,3,7,2
1,1,1,2,1,1,7,1
1,2,2,3,1,1,7,1
1,4,4,4,4,5,7,2
1,3,7,5,3,4,7,2
1,6,14,6,6,7,7,2
1,5,17,7,5,6,7,2
1,4,20,8,4,5,7,2
1,3,23,9,3,4,7,2
1,6,30,10,6,7,7,2
1,5,33,11,5,6,7,2
1,4,36,12,4,5,7,2
1,3,39,13,3,4,7,2
1,6,46,14,6,7,7,2
1,5,49,15,5,6,7,2
2,2,2,3,2,2,7,1
2,5,5,4,5,10,7,2
2,6,10,5,6,11,7,2
2,3,11,6,3,8,7,2
2,4,16,7,4,9,7,2
2,5,21,8,5,10,7,2
2,6,26,9,6,11,7,2
2,3,27,10,3,8,7,2
2,4,32,11,4,9,7,2
2,5,37,12,5,10,7,2
2,6,42,13,6,11,7,2
2,3,43,14,3,8,7,2
2,4,48,15,4,9,7,2
3,6,6,4,6,15,7,2
3,5,9,5,5,14,7,2
3,4,12,6,4,13,7,2
3,3,15,7,3,12,7,2
3,6,22,8,6,15,7,2
3,5,25,9,5,14,7,2
3,4,28,10,4,13,7,2
3,3,31,11,3,12,7,2
3,6,38,12,6,15,7,2
3,5,41,13,5,14,7,2
3,4,44,14,4,13,7,2
3,3,47,15,3,12,7,2
4,0,16,5,0,16,7,1
4,1,17,6,0,16,7,1
4,2,18,7,0,16,7,1
4,3,19,8,3,16,7,2
4,4,24,9,4,17,7,2
4,5,29,10,5,18,7,2
4,6,34,11,6,19,7,2
4,3,35,12,3,16,7,2
4,4,40,13,4,17,7,2
4,5,45,14,5,18,7,2
4,6,50,15,6,19,7,2
5,1,17,6,1,17,7,1
5,2,18,7,1,17,7,1
5,4,20,8,4,21,7,2
5,3,23,9,3,20,7,2
5,6,30,10,6,23,7,2
5,5,33,11,5,22,7,2
5,4,36,12,4,21,7,2
5,3,39,13,3,20,7,2
5,6,46,14,6,23,7,2
5,5,49,15,5,22,7,2
6,2,18,7,2,18,7,1
6,5,21,8,5,26,7,2
6,6,26,9,6,27,7,2
6,3,27,10,3,24,7,2
6,4,32,11,4,25,7,2
6,5,37,12,5,26,7,2
6,6,42,13,6,27,7,2
6,3,43,14,3,24,7,2
6,4,48,15,4,25,7,2
7,6,22,8,6,31,7,2
7,5,25,9,5,30,7,2
7,4,28,10,4,29,7,2
7,3,31,11,3,28,7,2
7,6,38,12,6,31,7,2
7,5,41,13,5,30,7,2
7,4,44,14,4,29,7,2
7,3,47,15,3,28,7,2
8,0,32,9,0,32,7,1
8,1,33,10,0,32,7,1
8,2,34,11,0,32,7,1
8,3,35,12,3,32,7,2
8,4,40,13,4,33,7,2
8,5,45,14,5,34,7,2
8,6,50,15,6,35,7,2
9,1,33,10,1,33,7,1
9,2,34,11,1,33,7,1
9,4,36,12,4,37,7,2
9,3,39,13,3,36,7,2
9,6,46,14,6,39,7,2
9,5,49,15,5,38,7,2
10,2,34,11,2,34,7,1
10,5,37,12,5,42,7,2
10,6,42,13,6,43,7,2
10,3,43,14,3,40,7,2
10,4,48,15,4,41,7,2
11,6,38,12,6,47,7,2
11,5,41,13,5,46,7,2
11,4,44,14,4,45,7,2
11,3,47,15,3,44,7,2
12,0,48,13,0,48,7,1
12,1,49,14,0,48,7,1
12,2,50,15,0,48,7,1
13,1,49,14,1,49,7,1
13,2,50,15,1,49,7,1
14,2,50,15,2,50,7,1
