taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,srcPortHint,dstPortHint,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
0,0,1,35791396,URMA_WRITE,7,0ns,0,,0,0,0,0,0.0,859.3534,0.0,0.0,333.1937
1,1,2,35791396,URMA_WRITE,7,0ns,1,,0,0,1,1,0.0,859.3534,0.0,0.0,333.1937
2,2,3,35791396,URMA_WRITE,7,0ns,2,,0,0,2,2,0.0,859.3534,0.0,0.0,333.1937
3,3,0,35791396,URMA_WRITE,7,0ns,3,,0,0,0,2,0.0,859.3534,0.0,0.0,333.1937
4,4,5,35791396,URMA_WRITE,7,0ns,4,,0,0,0,0,0.0,859.3534,0.0,0.0,333.1937
5,5,6,35791396,URMA_WRITE,7,0ns,5,,0,0,1,1,0.0,859.3534,0.0,0.0,333.1937
6,6,7,35791396,URMA_WRITE,7,0ns,6,,0,0,2,2,0.0,859.3534,0.0,0.0,333.1937
7,7,4,35791396,URMA_WRITE,7,0ns,7,,0,0,0,2,0.0,859.3534,0.0,0.0,333.1937
8,8,9,35791392,URMA_WRITE,7,0ns,8,,0,0,0,0,0.0,859.3534,0.0,0.0,333.1937
9,9,10,35791392,URMA_WRITE,7,0ns,9,,0,0,1,1,0.0,859.3534,0.0,0.0,333.1937
10,10,11,35791392,URMA_WRITE,7,0ns,10,,0,0,2,2,0.0,859.3534,0.0,0.0,333.1937
11,11,8,35791392,URMA_WRITE,7,0ns,11,,0,0,0,2,0.0,859.3534,0.0,0.0,333.1937
12,12,13,35791392,URMA_WRITE,7,0ns,12,,0,0,0,0,0.0,859.3534,0.0,0.0,333.1937
13,13,14,35791392,URMA_WRITE,7,0ns,13,,0,0,1,1,0.0,859.3534,0.0,0.0,333.1937
14,14,15,35791392,URMA_WRITE,7,0ns,14,,0,0,2,2,0.0,859.3534,0.0,0.0,333.1937
15,15,12,35791392,URMA_WRITE,7,0ns,15,,0,0,0,2,0.0,859.3534,0.0,0.0,333.1937
16,0,2,35791396,URMA_WRITE,7,0ns,16,,0,0,1,0,0.0,859.3534,0.0,0.0,333.1937
17,1,3,35791396,URMA_WRITE,7,0ns,17,,0,0,2,1,0.0,859.3534,0.0,0.0,333.1937
18,2,0,35791396,URMA_WRITE,7,0ns,18,,0,0,0,1,0.0,859.3534,0.0,0.0,333.1937
19,3,1,35791396,URMA_WRITE,7,0ns,19,,0,0,1,2,0.0,859.3534,0.0,0.0,333.1937
20,4,6,35791396,URMA_WRITE,7,0ns,20,,0,0,1,0,0.0,859.3534,0.0,0.0,333.1937
21,5,7,35791396,URMA_WRITE,7,0ns,21,,0,0,2,1,0.0,859.3534,0.0,0.0,333.1937
22,6,4,35791396,URMA_WRITE,7,0ns,22,,0,0,0,1,0.0,859.3534,0.0,0.0,333.1937
23,7,5,35791396,URMA_WRITE,7,0ns,23,,0,0,1,2,0.0,859.3534,0.0,0.0,333.1937
24,8,10,35791392,URMA_WRITE,7,0ns,24,,0,0,1,0,0.0,859.3534,0.0,0.0,333.1937
25,9,11,35791392,URMA_WRITE,7,0ns,25,,0,0,2,1,0.0,859.3534,0.0,0.0,333.1937
26,10,8,35791392,URMA_WRITE,7,0ns,26,,0,0,0,1,0.0,859.3534,0.0,0.0,333.1937
27,11,9,35791392,URMA_WRITE,7,0ns,27,,0,0,1,2,0.0,859.3534,0.0,0.0,333.1937
28,12,14,35791392,URMA_WRITE,7,0ns,28,,0,0,1,0,0.0,859.3534,0.0,0.0,333.1937
29,13,15,35791392,URMA_WRITE,7,0ns,29,,0,0,2,1,0.0,859.3534,0.0,0.0,333.1937
30,14,12,35791392,URMA_WRITE,7,0ns,30,,0,0,0,1,0.0,859.3534,0.0,0.0,333.1937
31,15,13,35791392,URMA_WRITE,7,0ns,31,,0,0,1,2,0.0,859.3534,0.0,0.0,333.1937
32,0,3,35791396,URMA_WRITE,7,0ns,32,,0,0,2,0,0.0,859.3534,0.0,0.0,333.1937
33,1,0,35791396,URMA_WRITE,7,0ns,33,,0,0,0,0,0.0,859.3534,0.0,0.0,333.1937
34,2,1,35791396,URMA_WRITE,7,0ns,34,,0,0,1,1,0.0,859.3534,0.0,0.0,333.1937
35,3,2,35791396,URMA_WRITE,7,0ns,35,,0,0,2,2,0.0,859.3534,0.0,0.0,333.1937
36,4,7,35791396,URMA_WRITE,7,0ns,36,,0,0,2,0,0.0,859.3534,0.0,0.0,333.1937
37,5,4,35791396,URMA_WRITE,7,0ns,37,,0,0,0,0,0.0,859.3534,0.0,0.0,333.1937
38,6,5,35791396,URMA_WRITE,7,0ns,38,,0,0,1,1,0.0,859.3534,0.0,0.0,333.1937
39,7,6,35791396,URMA_WRITE,7,0ns,39,,0,0,2,2,0.0,859.3534,0.0,0.0,333.1937
40,8,11,35791392,URMA_WRITE,7,0ns,40,,0,0,2,0,0.0,859.3534,0.0,0.0,333.1937
41,9,8,35791392,URMA_WRITE,7,0ns,41,,0,0,0,0,0.0,859.3534,0.0,0.0,333.1937
42,10,9,35791392,URMA_WRITE,7,0ns,42,,0,0,1,1,0.0,859.3534,0.0,0.0,333.1937
43,11,10,35791392,URMA_WRITE,7,0ns,43,,0,0,2,2,0.0,859.3534,0.0,0.0,333.1937
44,12,15,35791392,URMA_WRITE,7,0ns,44,,0,0,2,0,0.0,859.3534,0.0,0.0,333.1937
45,13,12,35791392,URMA_WRITE,7,0ns,45,,0,0,0,0,0.0,859.3534,0.0,0.0,333.1937
46,14,13,35791392,URMA_WRITE,7,0ns,46,,0,0,1,1,0.0,859.3534,0.0,0.0,333.1937
47,15,14,35791392,URMA_WRITE,7,0ns,47,,0,0,2,2,0.0,859.3534,0.0,0.0,333.1937
48,0,12,35791392,URMA_WRITE,7,0ns,48,,0,0,3,3,0.0,885.13872,0.0,0.0,323.4873
49,1,13,35791392,URMA_WRITE,7,0ns,49,,0,0,3,3,0.0,885.13872,0.0,0.0,323.4873
50,2,14,35791392,URMA_WRITE,7,0ns,50,,0,0,3,3,0.0,885.13872,0.0,0.0,323.4873
51,3,15,35791392,URMA_WRITE,7,0ns,51,,0,0,3,3,0.0,885.13872,0.0,0.0,323.4873
52,4,8,35791396,URMA_WRITE,7,0ns,52,,0,0,3,3,0.0,885.13872,0.0,0.0,323.4873
53,5,9,35791392,URMA_WRITE,7,0ns,53,,0,0,3,3,0.0,885.13872,0.0,0.0,323.4873
54,6,10,35791392,URMA_WRITE,7,0ns,54,,0,0,3,3,0.0,885.13872,0.0,0.0,323.4873
55,7,11,35791392,URMA_WRITE,7,0ns,55,,0,0,3,3,0.0,885.13872,0.0,0.0,323.4873
56,8,4,35791396,URMA_WRITE,7,0ns,56,,0,0,3,3,0.0,885.14144,0.0,0.0,323.4863
57,9,5,35791396,URMA_WRITE,7,0ns,57,,0,0,3,3,0.0,885.14144,0.0,0.0,323.4863
58,10,6,35791396,URMA_WRITE,7,0ns,58,,0,0,3,3,0.0,885.14144,0.0,0.0,323.4863
59,11,7,35791396,URMA_WRITE,7,0ns,59,,0,0,3,3,0.0,885.14144,0.0,0.0,323.4863
60,12,0,35791396,URMA_WRITE,7,0ns,60,,0,0,3,3,0.0,885.14144,0.0,0.0,323.4863
61,13,1,35791396,URMA_WRITE,7,0ns,61,,0,0,3,3,0.0,885.14144,0.0,0.0,323.4863
62,14,2,35791396,URMA_WRITE,7,0ns,62,,0,0,3,3,0.0,885.14144,0.0,0.0,323.4863
63,15,3,35791396,URMA_WRITE,7,0ns,63,,0,0,3,3,0.0,885.14144,0.0,0.0,323.4863
64,0,9,35791392,URMA_WRITE,7,0ns,64,,0,0,4,4,0.0,885.13872,0.0,0.0,323.4873
65,1,8,35791396,URMA_WRITE,7,0ns,65,,0,0,4,4,0.0,885.13872,0.0,0.0,323.4873
66,2,11,35791392,URMA_WRITE,7,0ns,66,,0,0,4,4,0.0,885.13872,0.0,0.0,323.4873
67,3,10,35791392,URMA_WRITE,7,0ns,67,,0,0,4,4,0.0,885.13872,0.0,0.0,323.4873
68,4,13,35791392,URMA_WRITE,7,0ns,68,,0,0,4,4,0.0,885.13872,0.0,0.0,323.4873
69,5,12,35791392,URMA_WRITE,7,0ns,69,,0,0,4,4,0.0,885.13872,0.0,0.0,323.4873
70,6,15,35791392,URMA_WRITE,7,0ns,70,,0,0,4,4,0.0,885.13872,0.0,0.0,323.4873
71,7,14,35791392,URMA_WRITE,7,0ns,71,,0,0,4,4,0.0,885.13872,0.0,0.0,323.4873
