taskId,sourceNodeId,destNodeId,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases
0,0,4,1073741824,URMA_WRITE,7,0ns,0,
1,4,0,1073741824,URMA_WRITE,7,0ns,1,
