nodeId1,portId1,nodeId2,portId2,bandwidth,delay
34,4,196,2,400Gbps,1ns
34,5,212,2,400Gbps,1ns
34,6,228,2,400Gbps,1ns
34,7,244,2,400Gbps,1ns
35,0,132,3,400Gbps,1ns
35,1,148,3,400Gbps,1ns
35,2,164,3,400Gbps,1ns
35,3,180,3,400Gbps,1ns
35,4,196,3,400Gbps,1ns
35,5,212,3,400Gbps,1ns
35,6,228,3,400Gbps,1ns
35,7,244,3,400Gbps,1ns
36,0,132,4,400Gbps,1ns
36,1,148,4,400Gbps,1ns
36,2,164,4,400Gbps,1ns
36,3,180,4,400Gbps,1ns
36,4,196,4,400Gbps,1ns
36,5,212,4,400Gbps,1ns
36,6,228,4,400Gbps,1ns
36,7,244,4,400Gbps,1ns
37,0,132,5,400Gbps,1ns
37,1,148,5,400Gbps,1ns
37,2,164,5,400Gbps,1ns
37,3,180,5,400Gbps,1ns
37,4,196,5,400Gbps,1ns
37,5,212,5,400Gbps,1ns
37,6,228,5,400Gbps,1ns
37,7,244,5,400Gbps,1ns
38,0,132,6,400Gbps,1ns
38,1,148,6,400Gbps,1ns
38,2,164,6,400Gbps,1ns
38,3,180,6,400Gbps,1ns
38,4,196,6,400Gbps,1ns
38,5,212,6,400Gbps,1ns
38,6,228,6,400Gbps,1ns
38,7,244,6,400Gbps,1ns
39,0,132,7,400Gbps,1ns
39,1,148,7,400Gbps,1ns
39,2,164,7,400Gbps,1ns
39,3,180,7,400Gbps,1ns
39,4,196,7,400Gbps,1ns
39,5,212,7,400Gbps,1ns
39,6,228,7,400Gbps,1ns
39,7,244,7,400Gbps,1ns
40,0,133,0,400Gbps,1ns
40,1,149,0,400Gbps,1ns
40,2,165,0,400Gbps,1ns
40,3,181,0,400Gbps,1ns
40,4,197,0,400Gbps,1ns
40,5,213,0,400Gbps,1ns
40,6,229,0,400Gbps,1ns
40,7,245,0,400Gbps,1ns
41,0,133,1,400Gbps,1ns
41,1,149,1,400Gbps,1ns
41,2,165,1,400Gbps,1ns
41,3,181,1,400Gbps,1ns
41,4,197,1,400Gbps,1ns
41,5,213,1,400Gbps,1ns
41,6,229,1,400Gbps,1ns
41,7,245,1,400Gbps,1ns
42,0,133,2,400Gbps,1ns
42,1,149,2,400Gbps,1ns
42,2,165,2,400Gbps,1ns
42,3,181,2,400Gbps,1ns
42,4,197,2,400Gbps,1ns
42,5,213,2,400Gbps,1ns
42,6,229,2,400Gbps,1ns
42,7,245,2,400Gbps,1ns
43,0,133,3,400Gbps,1ns
43,1,149,3,400Gbps,1ns
43,2,165,3,400Gbps,1ns
43,3,181,3,400Gbps,1ns
43,4,197,3,400Gbps,1ns
43,5,213,3,400Gbps,1ns
