scenario,max_over_avg,algorithm,case,tasks,total_bytes,pair_avg_bytes,pair_min_bytes,pair_max_bytes,pair_cv,src_cv,dst_cv,cross_fraction,split_kind,split_ratio,a_bytes_per_pair,a_network_bytes,b_network_bytes,padding_bytes,effective_total_bytes,network_total_bytes,b_tasks,makespan_us,effective_global_GBps,network_global_GBps,single_rank_GBps,rank0_makespan_us,rank0_GBps
max2p0x,2.0,hybrid-step-cap0p2,experiments/ubx16/alltoallv/hybrid_ab/cases/generated_topology_ubx16_a2av_hybrid-step-cap0p2_max2p0x_128mb,464.0,2147483632,8947848.466666667,1118481,16777215,0.5400617329148703,0.0,0.0,0.8000000048428775,cap,0.2,1789569.0,418759152.0,1728724480.0,0.0,2147483632.0,2147483632.0,224.0,664.87742,3229.8940637809596,3229.8940637809596,201.86837898630998,664.87742,201.86837898630998
max2p0x,2.0,hybrid-step-cap0p4,experiments/ubx16/alltoallv/hybrid_ab/cases/generated_topology_ubx16_a2av_hybrid-step-cap0p4_max2p0x_128mb,432.0,2147483632,8947848.466666667,1118481,16777215,0.5400617329148703,0.0,0.0,0.8000000048428775,cap,0.4,3579139.0,794568864.0,1352914768.0,0.0,2147483632.0,2147483632.0,192.0,669.8334,3205.9966433444497,3205.9966433444497,200.3747902090281,668.55752,200.75718690592248
max2p0x,2.0,hybrid-step-cap0p6,experiments/ubx16/alltoallv/hybrid_ab/cases/generated_topology_ubx16_a2av_hybrid-step-cap0p6_max2p0x_128mb,416.0,2147483632,8947848.466666667,1118481,16777215,0.5400617329148703,0.0,0.0,0.8000000048428775,cap,0.6,5368709.0,1123849744.0,1023633888.0,0.0,2147483632.0,2147483632.0,176.0,690.87944,3108.333390265601,3108.333390265601,194.27083689160006,690.87944,194.27083689160006
max2p0x,2.0,hybrid-step-cap0p8,experiments/ubx16/alltoallv/hybrid_ab/cases/generated_topology_ubx16_a2av_hybrid-step-cap0p8_max2p0x_128mb,384.0,2147483632,8947848.466666667,1118481,16777215,0.5400617329148703,0.0,0.0,0.8000000048428775,cap,0.8,7158278.0,1406601648.0,740881984.0,0.0,2147483632.0,2147483632.0,144.0,720.21798,2981.7134418110472,2981.7134418110472,186.35709011319045,718.8191,186.7197560554526
max2p0x,2.0,hybrid-step-cap1p0,experiments/ubx16/alltoallv/hybrid_ab/cases/generated_topology_ubx16_a2av_hybrid-step-cap1p0_max2p0x_128mb,368.0,2147483632,8947848.466666667,1118481,16777215,0.5400617329148703,0.0,0.0,0.8000000048428775,cap,1.0,8947848.0,1646404032.0,501079600.0,0.0,2147483632.0,2147483632.0,128.0,745.12422,2882.0478174766617,2882.0478174766617,180.12798859229136,745.10514,180.13260115210048
max2p0x,2.0,hybrid-step-cap1p2,experiments/ubx16/alltoallv/hybrid_ab/cases/generated_topology_ubx16_a2av_hybrid-step-cap1p2_max2p0x_128mb,336.0,2147483632,8947848.466666667,1118481,16777215,0.5400617329148703,0.0,0.0,0.8000000048428775,cap,1.2,10737418.0,1836098480.0,311385152.0,0.0,2147483632.0,2147483632.0,96.0,801.57592,2679.0770261661555,2679.0770261661555,167.44231413538472,779.27646,172.23377567442495
max2p0x,2.0,hybrid-step-cap1p5,experiments/ubx16/alltoallv/hybrid_ab/cases/generated_topology_ubx16_a2av_hybrid-step-cap1p5_max2p0x_128mb,304.0,2147483632,8947848.466666667,1118481,16777215,0.5400617329148703,0.0,0.0,0.8000000048428775,cap,1.5,13421772.0,2040109408.0,107374224.0,0.0,2147483632.0,2147483632.0,64.0,877.90242,2446.1529927209904,2446.1529927209904,152.8845620450619,844.29852,158.96951590060823
max2p0x,2.0,hybrid-step-cap2p0,experiments/ubx16/alltoallv/hybrid_ab/cases/generated_topology_ubx16_a2av_hybrid-step-cap2p0_max2p0x_128mb,240.0,2147483632,8947848.466666667,1118481,16777215,0.5400617329148703,0.0,0.0,0.8000000048428775,cap,2.0,17895696.0,2147483632.0,0.0,0.0,2147483632.0,2147483632.0,0.0,855.0775,2511.449116600542,2511.449116600542,156.96556978753387,848.48466,158.18521338971527
