taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,srcPortHint,dstPortHint
37,0,8,2982616,URMA_WRITE,7,0ns,14,,1,1,4,4
38,0,8,2982616,URMA_WRITE,7,0ns,14,,2,2,5,5
39,1,0,8947849,URMA_WRITE,7,0ns,15,,0,0,0,0
40,1,2,8947849,URMA_WRITE,7,0ns,16,,0,0,1,1
41,1,15,2982616,URMA_WRITE,7,0ns,17,,0,0,3,3
42,1,15,2982616,URMA_WRITE,7,0ns,17,,1,1,4,4
43,1,15,2982617,URMA_WRITE,7,0ns,17,,2,2,5,5
44,1,3,8947849,URMA_WRITE,7,0ns,18,,0,0,2,1
45,1,14,2982616,URMA_WRITE,7,0ns,19,,0,0,3,3
46,1,14,2982616,URMA_WRITE,7,0ns,19,,1,1,4,4
47,1,14,2982617,URMA_WRITE,7,0ns,19,,2,2,5,5
48,1,4,2982616,URMA_WRITE,7,0ns,20,,0,0,3,3
49,1,4,2982616,URMA_WRITE,7,0ns,20,,1,1,4,4
50,1,4,2982617,URMA_WRITE,7,0ns,20,,2,2,5,5
51,1,13,2982616,URMA_WRITE,7,0ns,21,,0,0,3,3
52,1,13,2982616,URMA_WRITE,7,0ns,21,,1,1,4,4
53,1,13,2982617,URMA_WRITE,7,0ns,21,,2,2,5,5
54,1,5,2982616,URMA_WRITE,7,0ns,22,,0,0,3,3
55,1,5,2982616,URMA_WRITE,7,0ns,22,,1,1,4,4
56,1,5,2982617,URMA_WRITE,7,0ns,22,,2,2,5,5
57,1,12,2982616,URMA_WRITE,7,0ns,23,,0,0,3,3
58,1,12,2982616,URMA_WRITE,7,0ns,23,,1,1,4,4
59,1,12,2982616,URMA_WRITE,7,0ns,23,,2,2,5,5
60,1,6,2982616,URMA_WRITE,7,0ns,24,,0,0,3,3
61,1,6,2982616,URMA_WRITE,7,0ns,24,,1,1,4,4
62,1,6,2982616,URMA_WRITE,7,0ns,24,,2,2,5,5
63,1,11,2982616,URMA_WRITE,7,0ns,25,,0,0,3,3
64,1,11,2982616,URMA_WRITE,7,0ns,25,,1,1,4,4
65,1,11,2982616,URMA_WRITE,7,0ns,25,,2,2,5,5
66,1,7,2982616,URMA_WRITE,7,0ns,26,,0,0,3,3
67,1,7,2982616,URMA_WRITE,7,0ns,26,,1,1,4,4
68,1,7,2982616,URMA_WRITE,7,0ns,26,,2,2,5,5
69,1,10,2982616,URMA_WRITE,7,0ns,27,,0,0,3,3
70,1,10,2982616,URMA_WRITE,7,0ns,27,,1,1,4,4
71,1,10,2982616,URMA_WRITE,7,0ns,27,,2,2,5,5
72,1,8,2982616,URMA_WRITE,7,0ns,28,,0,0,3,3
73,1,8,2982616,URMA_WRITE,7,0ns,28,,1,1,4,4
74,1,8,2982616,URMA_WRITE,7,0ns,28,,2,2,5,5
75,1,9,2982616,URMA_WRITE,7,0ns,29,,0,0,3,3
76,1,9,2982616,URMA_WRITE,7,0ns,29,,1,1,4,4
77,1,9,2982616,URMA_WRITE,7,0ns,29,,2,2,5,5
78,2,1,8947849,URMA_WRITE,7,0ns,30,,0,0,1,1
79,2,3,8947849,URMA_WRITE,7,0ns,31,,0,0,2,2
80,2,0,8947849,URMA_WRITE,7,0ns,32,,0,0,0,1
81,2,4,2982616,URMA_WRITE,7,0ns,33,,0,0,3,3
82,2,4,2982616,URMA_WRITE,7,0ns,33,,1,1,4,4
83,2,4,2982617,URMA_WRITE,7,0ns,33,,2,2,5,5
84,2,15,2982616,URMA_WRITE,7,0ns,34,,0,0,3,3
85,2,15,2982616,URMA_WRITE,7,0ns,34,,1,1,4,4
86,2,15,2982617,URMA_WRITE,7,0ns,34,,2,2,5,5
87,2,5,2982616,URMA_WRITE,7,0ns,35,,0,0,3,3
88,2,5,2982616,URMA_WRITE,7,0ns,35,,1,1,4,4
89,2,5,2982617,URMA_WRITE,7,0ns,35,,2,2,5,5
90,2,14,2982616,URMA_WRITE,7,0ns,36,,0,0,3,3
91,2,14,2982616,URMA_WRITE,7,0ns,36,,1,1,4,4
92,2,14,2982617,URMA_WRITE,7,0ns,36,,2,2,5,5
93,2,6,2982616,URMA_WRITE,7,0ns,37,,0,0,3,3
94,2,6,2982616,URMA_WRITE,7,0ns,37,,1,1,4,4
95,2,6,2982617,URMA_WRITE,7,0ns,37,,2,2,5,5
96,2,13,2982616,URMA_WRITE,7,0ns,38,,0,0,3,3
97,2,13,2982616,URMA_WRITE,7,0ns,38,,1,1,4,4
98,2,13,2982616,URMA_WRITE,7,0ns,38,,2,2,5,5
99,2,7,2982616,URMA_WRITE,7,0ns,39,,0,0,3,3
100,2,7,2982616,URMA_WRITE,7,0ns,39,,1,1,4,4
101,2,7,2982616,URMA_WRITE,7,0ns,39,,2,2,5,5
102,2,12,2982616,URMA_WRITE,7,0ns,40,,0,0,3,3
103,2,12,2982616,URMA_WRITE,7,0ns,40,,1,1,4,4
104,2,12,2982616,URMA_WRITE,7,0ns,40,,2,2,5,5
105,2,8,2982616,URMA_WRITE,7,0ns,41,,0,0,3,3
106,2,8,2982616,URMA_WRITE,7,0ns,41,,1,1,4,4
107,2,8,2982616,URMA_WRITE,7,0ns,41,,2,2,5,5
108,2,11,2982616,URMA_WRITE,7,0ns,42,,0,0,3,3
109,2,11,2982616,URMA_WRITE,7,0ns,42,,1,1,4,4
110,2,11,2982616,URMA_WRITE,7,0ns,42,,2,2,5,5
111,2,9,2982616,URMA_WRITE,7,0ns,43,,0,0,3,3
112,2,9,2982616,URMA_WRITE,7,0ns,43,,1,1,4,4
113,2,9,2982616,URMA_WRITE,7,0ns,43,,2,2,5,5
114,2,10,2982616,URMA_WRITE,7,0ns,44,,0,0,3,3
115,2,10,2982616,URMA_WRITE,7,0ns,44,,1,1,4,4
116,2,10,2982616,URMA_WRITE,7,0ns,44,,2,2,5,5
117,3,2,8947849,URMA_WRITE,7,0ns,45,,0,0,2,2
118,3,4,2982616,URMA_WRITE,7,0ns,46,,0,0,3,3
119,3,4,2982616,URMA_WRITE,7,0ns,46,,1,1,4,4
120,3,4,2982617,URMA_WRITE,7,0ns,46,,2,2,5,5
121,3,1,8947849,URMA_WRITE,7,0ns,47,,0,0,1,2
122,3,5,2982616,URMA_WRITE,7,0ns,48,,0,0,3,3
123,3,5,2982616,URMA_WRITE,7,0ns,48,,1,1,4,4
124,3,5,2982617,URMA_WRITE,7,0ns,48,,2,2,5,5
125,3,0,8947849,URMA_WRITE,7,0ns,49,,0,0,0,2
126,3,6,2982616,URMA_WRITE,7,0ns,50,,0,0,3,3
127,3,6,2982616,URMA_WRITE,7,0ns,50,,1,1,4,4
128,3,6,2982617,URMA_WRITE,7,0ns,50,,2,2,5,5
129,3,15,2982616,URMA_WRITE,7,0ns,51,,0,0,3,3
130,3,15,2982616,URMA_WRITE,7,0ns,51,,1,1,4,4
131,3,15,2982617,URMA_WRITE,7,0ns,51,,2,2,5,5
132,3,7,2982616,URMA_WRITE,7,0ns,52,,0,0,3,3
133,3,7,2982616,URMA_WRITE,7,0ns,52,,1,1,4,4
134,3,7,2982617,URMA_WRITE,7,0ns,52,,2,2,5,5
135,3,14,2982616,URMA_WRITE,7,0ns,53,,0,0,3,3
136,3,14,2982616,URMA_WRITE,7,0ns,53,,1,1,4,4
137,3,14,2982616,URMA_WRITE,7,0ns,53,,2,2,5,5
138,3,8,2982616,URMA_WRITE,7,0ns,54,,0,0,3,3
139,3,8,2982616,URMA_WRITE,7,0ns,54,,1,1,4,4
140,3,8,2982616,URMA_WRITE,7,0ns,54,,2,2,5,5
141,3,13,2982616,URMA_WRITE,7,0ns,55,,0,0,3,3
142,3,13,2982616,URMA_WRITE,7,0ns,55,,1,1,4,4
143,3,13,2982616,URMA_WRITE,7,0ns,55,,2,2,5,5
144,3,9,2982616,URMA_WRITE,7,0ns,56,,0,0,3,3
145,3,9,2982616,URMA_WRITE,7,0ns,56,,1,1,4,4
146,3,9,2982616,URMA_WRITE,7,0ns,56,,2,2,5,5
147,3,12,2982616,URMA_WRITE,7,0ns,57,,0,0,3,3
148,3,12,2982616,URMA_WRITE,7,0ns,57,,1,1,4,4
149,3,12,2982616,URMA_WRITE,7,0ns,57,,2,2,5,5
150,3,10,2982616,URMA_WRITE,7,0ns,58,,0,0,3,3
151,3,10,2982616,URMA_WRITE,7,0ns,58,,1,1,4,4
152,3,10,2982616,URMA_WRITE,7,0ns,58,,2,2,5,5
153,3,11,2982616,URMA_WRITE,7,0ns,59,,0,0,3,3
154,3,11,2982616,URMA_WRITE,7,0ns,59,,1,1,4,4
155,3,11,2982616,URMA_WRITE,7,0ns,59,,2,2,5,5
156,4,3,2982616,URMA_WRITE,7,0ns,60,,0,0,3,3
157,4,3,2982616,URMA_WRITE,7,0ns,60,,1,1,4,4
158,4,3,2982617,URMA_WRITE,7,0ns,60,,2,2,5,5
159,4,5,8947849,URMA_WRITE,7,0ns,61,,0,0,0,0
160,4,2,2982616,URMA_WRITE,7,0ns,62,,0,0,3,3
161,4,2,2982616,URMA_WRITE,7,0ns,62,,1,1,4,4
162,4,2,2982617,URMA_WRITE,7,0ns,62,,2,2,5,5
163,4,6,8947849,URMA_WRITE,7,0ns,63,,0,0,1,0
164,4,1,2982616,URMA_WRITE,7,0ns,64,,0,0,3,3
165,4,1,2982616,URMA_WRITE,7,0ns,64,,1,1,4,4
166,4,1,2982617,URMA_WRITE,7,0ns,64,,2,2,5,5
167,4,7,8947849,URMA_WRITE,7,0ns,65,,0,0,2,0
168,4,0,2982616,URMA_WRITE,7,0ns,66,,0,0,3,3
169,4,0,2982616,URMA_WRITE,7,0ns,66,,1,1,4,4
170,4,0,2982617,URMA_WRITE,7,0ns,66,,2,2,5,5
171,4,8,2982616,URMA_WRITE,7,0ns,67,,0,0,3,3
172,4,8,2982616,URMA_WRITE,7,0ns,67,,1,1,4,4
173,4,8,2982617,URMA_WRITE,7,0ns,67,,2,2,5,5
174,4,15,2982616,URMA_WRITE,7,0ns,68,,0,0,3,3
175,4,15,2982616,URMA_WRITE,7,0ns,68,,1,1,4,4
176,4,15,2982616,URMA_WRITE,7,0ns,68,,2,2,5,5
177,4,9,2982616,URMA_WRITE,7,0ns,69,,0,0,3,3
178,4,9,2982616,URMA_WRITE,7,0ns,69,,1,1,4,4
179,4,9,2982616,URMA_WRITE,7,0ns,69,,2,2,5,5
180,4,14,2982616,URMA_WRITE,7,0ns,70,,0,0,3,3
181,4,14,2982616,URMA_WRITE,7,0ns,70,,1,1,4,4
182,4,14,2982616,URMA_WRITE,7,0ns,70,,2,2,5,5
183,4,10,2982616,URMA_WRITE,7,0ns,71,,0,0,3,3
184,4,10,2982616,URMA_WRITE,7,0ns,71,,1,1,4,4
185,4,10,2982616,URMA_WRITE,7,0ns,71,,2,2,5,5
186,4,13,2982616,URMA_WRITE,7,0ns,72,,0,0,3,3
187,4,13,2982616,URMA_WRITE,7,0ns,72,,1,1,4,4
188,4,13,2982616,URMA_WRITE,7,0ns,72,,2,2,5,5
189,4,11,2982616,URMA_WRITE,7,0ns,73,,0,0,3,3
190,4,11,2982616,URMA_WRITE,7,0ns,73,,1,1,4,4
191,4,11,2982616,URMA_WRITE,7,0ns,73,,2,2,5,5
192,4,12,2982616,URMA_WRITE,7,0ns,74,,0,0,3,3
193,4,12,2982616,URMA_WRITE,7,0ns,74,,1,1,4,4
194,4,12,2982616,URMA_WRITE,7,0ns,74,,2,2,5,5
195,5,4,8947849,URMA_WRITE,7,0ns,75,,0,0,0,0
196,5,6,8947849,URMA_WRITE,7,0ns,76,,0,0,1,1
197,5,3,2982616,URMA_WRITE,7,0ns,77,,0,0,3,3
198,5,3,2982616,URMA_WRITE,7,0ns,77,,1,1,4,4
199,5,3,2982617,URMA_WRITE,7,0ns,77,,2,2,5,5
200,5,7,8947849,URMA_WRITE,7,0ns,78,,0,0,2,1
201,5,2,2982616,URMA_WRITE,7,0ns,79,,0,0,3,3
202,5,2,2982616,URMA_WRITE,7,0ns,79,,1,1,4,4
203,5,2,2982617,URMA_WRITE,7,0ns,79,,2,2,5,5
204,5,8,2982616,URMA_WRITE,7,0ns,80,,0,0,3,3
205,5,8,2982616,URMA_WRITE,7,0ns,80,,1,1,4,4
206,5,8,2982617,URMA_WRITE,7,0ns,80,,2,2,5,5
207,5,1,2982616,URMA_WRITE,7,0ns,81,,0,0,3,3
208,5,1,2982616,URMA_WRITE,7,0ns,81,,1,1,4,4
209,5,1,2982617,URMA_WRITE,7,0ns,81,,2,2,5,5
210,5,9,2982616,URMA_WRITE,7,0ns,82,,0,0,3,3
211,5,9,2982616,URMA_WRITE,7,0ns,82,,1,1,4,4
212,5,9,2982617,URMA_WRITE,7,0ns,82,,2,2,5,5
213,5,0,2982616,URMA_WRITE,7,0ns,83,,0,0,3,3
214,5,0,2982616,URMA_WRITE,7,0ns,83,,1,1,4,4
215,5,0,2982616,URMA_WRITE,7,0ns,83,,2,2,5,5
216,5,10,2982616,URMA_WRITE,7,0ns,84,,0,0,3,3
217,5,10,2982616,URMA_WRITE,7,0ns,84,,1,1,4,4
218,5,10,2982616,URMA_WRITE,7,0ns,84,,2,2,5,5
219,5,15,2982616,URMA_WRITE,7,0ns,85,,0,0,3,3
220,5,15,2982616,URMA_WRITE,7,0ns,85,,1,1,4,4
221,5,15,2982616,URMA_WRITE,7,0ns,85,,2,2,5,5
222,5,11,2982616,URMA_WRITE,7,0ns,86,,0,0,3,3
223,5,11,2982616,URMA_WRITE,7,0ns,86,,1,1,4,4
224,5,11,2982616,URMA_WRITE,7,0ns,86,,2,2,5,5
225,5,14,2982616,URMA_WRITE,7,0ns,87,,0,0,3,3
226,5,14,2982616,URMA_WRITE,7,0ns,87,,1,1,4,4
227,5,14,2982616,URMA_WRITE,7,0ns,87,,2,2,5,5
228,5,12,2982616,URMA_WRITE,7,0ns,88,,0,0,3,3
229,5,12,2982616,URMA_WRITE,7,0ns,88,,1,1,4,4
230,5,12,2982616,URMA_WRITE,7,0ns,88,,2,2,5,5
231,5,13,2982616,URMA_WRITE,7,0ns,89,,0,0,3,3
232,5,13,2982616,URMA_WRITE,7,0ns,89,,1,1,4,4
233,5,13,2982616,URMA_WRITE,7,0ns,89,,2,2,5,5
234,6,5,8947849,URMA_WRITE,7,0ns,90,,0,0,1,1
235,6,7,8947849,URMA_WRITE,7,0ns,91,,0,0,2,2
236,6,4,8947849,URMA_WRITE,7,0ns,92,,0,0,0,1
237,6,8,2982616,URMA_WRITE,7,0ns,93,,0,0,3,3
238,6,8,2982616,URMA_WRITE,7,0ns,93,,1,1,4,4
239,6,8,2982617,URMA_WRITE,7,0ns,93,,2,2,5,5
240,6,3,2982616,URMA_WRITE,7,0ns,94,,0,0,3,3
241,6,3,2982616,URMA_WRITE,7,0ns,94,,1,1,4,4
242,6,3,2982617,URMA_WRITE,7,0ns,94,,2,2,5,5
243,6,9,2982616,URMA_WRITE,7,0ns,95,,0,0,3,3
244,6,9,2982616,URMA_WRITE,7,0ns,95,,1,1,4,4
245,6,9,2982617,URMA_WRITE,7,0ns,95,,2,2,5,5
246,6,2,2982616,URMA_WRITE,7,0ns,96,,0,0,3,3
247,6,2,2982616,URMA_WRITE,7,0ns,96,,1,1,4,4
248,6,2,2982617,URMA_WRITE,7,0ns,96,,2,2,5,5
249,6,10,2982616,URMA_WRITE,7,0ns,97,,0,0,3,3
250,6,10,2982616,URMA_WRITE,7,0ns,97,,1,1,4,4
251,6,10,2982617,URMA_WRITE,7,0ns,97,,2,2,5,5
252,6,1,2982616,URMA_WRITE,7,0ns,98,,0,0,3,3
253,6,1,2982616,URMA_WRITE,7,0ns,98,,1,1,4,4
254,6,1,2982616,URMA_WRITE,7,0ns,98,,2,2,5,5
255,6,11,2982616,URMA_WRITE,7,0ns,99,,0,0,3,3
256,6,11,2982616,URMA_WRITE,7,0ns,99,,1,1,4,4
257,6,11,2982616,URMA_WRITE,7,0ns,99,,2,2,5,5
258,6,0,2982616,URMA_WRITE,7,0ns,100,,0,0,3,3
259,6,0,2982616,URMA_WRITE,7,0ns,100,,1,1,4,4
260,6,0,2982616,URMA_WRITE,7,0ns,100,,2,2,5,5
261,6,12,2982616,URMA_WRITE,7,0ns,101,,0,0,3,3
262,6,12,2982616,URMA_WRITE,7,0ns,101,,1,1,4,4
263,6,12,2982616,URMA_WRITE,7,0ns,101,,2,2,5,5
264,6,15,2982616,URMA_WRITE,7,0ns,102,,0,0,3,3
265,6,15,2982616,URMA_WRITE,7,0ns,102,,1,1,4,4
266,6,15,2982616,URMA_WRITE,7,0ns,102,,2,2,5,5
267,6,13,2982616,URMA_WRITE,7,0ns,103,,0,0,3,3
268,6,13,2982616,URMA_WRITE,7,0ns,103,,1,1,4,4
269,6,13,2982616,URMA_WRITE,7,0ns,103,,2,2,5,5
270,6,14,2982616,URMA_WRITE,7,0ns,104,,0,0,3,3
271,6,14,2982616,URMA_WRITE,7,0ns,104,,1,1,4,4
272,6,14,2982616,URMA_WRITE,7,0ns,104,,2,2,5,5
273,7,6,8947849,URMA_WRITE,7,0ns,105,,0,0,2,2
274,7,8,2982616,URMA_WRITE,7,0ns,106,,0,0,3,3
275,7,8,2982616,URMA_WRITE,7,0ns,106,,1,1,4,4
276,7,8,2982617,URMA_WRITE,7,0ns,106,,2,2,5,5
277,7,5,8947849,URMA_WRITE,7,0ns,107,,0,0,1,2
278,7,9,2982616,URMA_WRITE,7,0ns,108,,0,0,3,3
279,7,9,2982616,URMA_WRITE,7,0ns,108,,1,1,4,4
280,7,9,2982617,URMA_WRITE,7,0ns,108,,2,2,5,5
281,7,4,8947849,URMA_WRITE,7,0ns,109,,0,0,0,2
282,7,10,2982616,URMA_WRITE,7,0ns,110,,0,0,3,3
283,7,10,2982616,URMA_WRITE,7,0ns,110,,1,1,4,4
284,7,10,2982617,URMA_WRITE,7,0ns,110,,2,2,5,5
285,7,3,2982616,URMA_WRITE,7,0ns,111,,0,0,3,3
286,7,3,2982616,URMA_WRITE,7,0ns,111,,1,1,4,4
287,7,3,2982617,URMA_WRITE,7,0ns,111,,2,2,5,5
288,7,11,2982616,URMA_WRITE,7,0ns,112,,0,0,3,3
289,7,11,2982616,URMA_WRITE,7,0ns,112,,1,1,4,4
290,7,11,2982617,URMA_WRITE,7,0ns,112,,2,2,5,5
291,7,2,2982616,URMA_WRITE,7,0ns,113,,0,0,3,3
292,7,2,2982616,URMA_WRITE,7,0ns,113,,1,1,4,4
293,7,2,2982616,URMA_WRITE,7,0ns,113,,2,2,5,5
294,7,12,2982616,URMA_WRITE,7,0ns,114,,0,0,3,3
295,7,12,2982616,URMA_WRITE,7,0ns,114,,1,1,4,4
296,7,12,2982616,URMA_WRITE,7,0ns,114,,2,2,5,5
297,7,1,2982616,URMA_WRITE,7,0ns,115,,0,0,3,3
298,7,1,2982616,URMA_WRITE,7,0ns,115,,1,1,4,4
299,7,1,2982616,URMA_WRITE,7,0ns,115,,2,2,5,5
300,7,13,2982616,URMA_WRITE,7,0ns,116,,0,0,3,3
301,7,13,2982616,URMA_WRITE,7,0ns,116,,1,1,4,4
302,7,13,2982616,URMA_WRITE,7,0ns,116,,2,2,5,5
303,7,0,2982616,URMA_WRITE,7,0ns,117,,0,0,3,3
304,7,0,2982616,URMA_WRITE,7,0ns,117,,1,1,4,4
305,7,0,2982616,URMA_WRITE,7,0ns,117,,2,2,5,5
306,7,14,2982616,URMA_WRITE,7,0ns,118,,0,0,3,3
307,7,14,2982616,URMA_WRITE,7,0ns,118,,1,1,4,4
308,7,14,2982616,URMA_WRITE,7,0ns,118,,2,2,5,5
309,7,15,2982616,URMA_WRITE,7,0ns,119,,0,0,3,3
310,7,15,2982616,URMA_WRITE,7,0ns,119,,1,1,4,4
311,7,15,2982616,URMA_WRITE,7,0ns,119,,2,2,5,5
312,8,7,2982616,URMA_WRITE,7,0ns,120,,0,0,3,3
313,8,7,2982616,URMA_WRITE,7,0ns,120,,1,1,4,4
314,8,7,2982617,URMA_WRITE,7,0ns,120,,2,2,5,5
315,8,9,8947849,URMA_WRITE,7,0ns,121,,0,0,0,0
316,8,6,2982616,URMA_WRITE,7,0ns,122,,0,0,3,3
317,8,6,2982616,URMA_WRITE,7,0ns,122,,1,1,4,4
318,8,6,2982617,URMA_WRITE,7,0ns,122,,2,2,5,5
319,8,10,8947849,URMA_WRITE,7,0ns,123,,0,0,1,0
320,8,5,2982616,URMA_WRITE,7,0ns,124,,0,0,3,3
321,8,5,2982616,URMA_WRITE,7,0ns,124,,1,1,4,4
322,8,5,2982617,URMA_WRITE,7,0ns,124,,2,2,5,5
323,8,11,8947849,URMA_WRITE,7,0ns,125,,0,0,2,0
324,8,4,2982616,URMA_WRITE,7,0ns,126,,0,0,3,3
325,8,4,2982616,URMA_WRITE,7,0ns,126,,1,1,4,4
326,8,4,2982617,URMA_WRITE,7,0ns,126,,2,2,5,5
327,8,12,2982616,URMA_WRITE,7,0ns,127,,0,0,3,3
328,8,12,2982616,URMA_WRITE,7,0ns,127,,1,1,4,4
329,8,12,2982617,URMA_WRITE,7,0ns,127,,2,2,5,5
330,8,3,2982616,URMA_WRITE,7,0ns,128,,0,0,3,3
331,8,3,2982616,URMA_WRITE,7,0ns,128,,1,1,4,4
332,8,3,2982616,URMA_WRITE,7,0ns,128,,2,2,5,5
333,8,13,2982616,URMA_WRITE,7,0ns,129,,0,0,3,3
334,8,13,2982616,URMA_WRITE,7,0ns,129,,1,1,4,4
335,8,13,2982616,URMA_WRITE,7,0ns,129,,2,2,5,5
336,8,2,2982616,URMA_WRITE,7,0ns,130,,0,0,3,3
337,8,2,2982616,URMA_WRITE,7,0ns,130,,1,1,4,4
338,8,2,2982616,URMA_WRITE,7,0ns,130,,2,2,5,5
339,8,14,2982616,URMA_WRITE,7,0ns,131,,0,0,3,3
340,8,14,2982616,URMA_WRITE,7,0ns,131,,1,1,4,4
341,8,14,2982616,URMA_WRITE,7,0ns,131,,2,2,5,5
342,8,1,2982616,URMA_WRITE,7,0ns,132,,0,0,3,3
343,8,1,2982616,URMA_WRITE,7,0ns,132,,1,1,4,4
344,8,1,2982616,URMA_WRITE,7,0ns,132,,2,2,5,5
345,8,15,2982616,URMA_WRITE,7,0ns,133,,0,0,3,3
346,8,15,2982616,URMA_WRITE,7,0ns,133,,1,1,4,4
347,8,15,2982616,URMA_WRITE,7,0ns,133,,2,2,5,5
348,8,0,2982616,URMA_WRITE,7,0ns,134,,0,0,3,3
349,8,0,2982616,URMA_WRITE,7,0ns,134,,1,1,4,4
350,8,0,2982616,URMA_WRITE,7,0ns,134,,2,2,5,5
351,9,8,8947849,URMA_WRITE,7,0ns,135,,0,0,0,0
352,9,10,8947849,URMA_WRITE,7,0ns,136,,0,0,1,1
353,9,7,2982616,URMA_WRITE,7,0ns,137,,0,0,3,3
354,9,7,2982616,URMA_WRITE,7,0ns,137,,1,1,4,4
355,9,7,2982617,URMA_WRITE,7,0ns,137,,2,2,5,5
356,9,11,8947849,URMA_WRITE,7,0ns,138,,0,0,2,1
357,9,6,2982616,URMA_WRITE,7,0ns,139,,0,0,3,3
358,9,6,2982616,URMA_WRITE,7,0ns,139,,1,1,4,4
359,9,6,2982617,URMA_WRITE,7,0ns,139,,2,2,5,5
360,9,12,2982616,URMA_WRITE,7,0ns,140,,0,0,3,3
361,9,12,2982616,URMA_WRITE,7,0ns,140,,1,1,4,4
362,9,12,2982617,URMA_WRITE,7,0ns,140,,2,2,5,5
363,9,5,2982616,URMA_WRITE,7,0ns,141,,0,0,3,3
364,9,5,2982616,URMA_WRITE,7,0ns,141,,1,1,4,4
365,9,5,2982617,URMA_WRITE,7,0ns,141,,2,2,5,5
366,9,13,2982616,URMA_WRITE,7,0ns,142,,0,0,3,3
367,9,13,2982616,URMA_WRITE,7,0ns,142,,1,1,4,4
368,9,13,2982617,URMA_WRITE,7,0ns,142,,2,2,5,5
369,9,4,2982616,URMA_WRITE,7,0ns,143,,0,0,3,3
370,9,4,2982616,URMA_WRITE,7,0ns,143,,1,1,4,4
371,9,4,2982616,URMA_WRITE,7,0ns,143,,2,2,5,5
372,9,14,2982616,URMA_WRITE,7,0ns,144,,0,0,3,3
373,9,14,2982616,URMA_WRITE,7,0ns,144,,1,1,4,4
374,9,14,2982616,URMA_WRITE,7,0ns,144,,2,2,5,5
375,9,3,2982616,URMA_WRITE,7,0ns,145,,0,0,3,3
376,9,3,2982616,URMA_WRITE,7,0ns,145,,1,1,4,4
377,9,3,2982616,URMA_WRITE,7,0ns,145,,2,2,5,5
378,9,15,2982616,URMA_WRITE,7,0ns,146,,0,0,3,3
379,9,15,2982616,URMA_WRITE,7,0ns,146,,1,1,4,4
380,9,15,2982616,URMA_WRITE,7,0ns,146,,2,2,5,5
381,9,2,2982616,URMA_WRITE,7,0ns,147,,0,0,3,3
382,9,2,2982616,URMA_WRITE,7,0ns,147,,1,1,4,4
383,9,2,2982616,URMA_WRITE,7,0ns,147,,2,2,5,5
