taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,srcPortHint,dstPortHint,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
0,0,1,17895698,URMA_WRITE,7,0ns,0,,0,0,0,0,0.0,429.68844,0.0,0.0,333.1846
1,1,2,17895698,URMA_WRITE,7,0ns,1,,0,0,1,1,0.0,429.68844,0.0,0.0,333.1846
2,2,3,17895698,URMA_WRITE,7,0ns,2,,0,0,2,2,0.0,429.68844,0.0,0.0,333.1846
3,3,0,17895698,URMA_WRITE,7,0ns,3,,0,0,0,2,0.0,429.68844,0.0,0.0,333.1846
4,4,5,17895698,URMA_WRITE,7,0ns,4,,0,0,0,0,0.0,429.68844,0.0,0.0,333.1846
5,5,6,17895698,URMA_WRITE,7,0ns,5,,0,0,1,1,0.0,429.68844,0.0,0.0,333.1846
6,6,7,17895698,URMA_WRITE,7,0ns,6,,0,0,2,2,0.0,429.68844,0.0,0.0,333.1846
7,7,4,17895698,URMA_WRITE,7,0ns,7,,0,0,0,2,0.0,429.68844,0.0,0.0,333.1846
8,8,9,17895696,URMA_WRITE,7,0ns,8,,0,0,0,0,0.0,429.68844,0.0,0.0,333.1846
9,9,10,17895696,URMA_WRITE,7,0ns,9,,0,0,1,1,0.0,429.68844,0.0,0.0,333.1846
10,10,11,17895696,URMA_WRITE,7,0ns,10,,0,0,2,2,0.0,429.68844,0.0,0.0,333.1846
11,11,8,17895696,URMA_WRITE,7,0ns,11,,0,0,0,2,0.0,429.68844,0.0,0.0,333.1846
12,12,13,17895696,URMA_WRITE,7,0ns,12,,0,0,0,0,0.0,429.68844,0.0,0.0,333.1846
13,13,14,17895696,URMA_WRITE,7,0ns,13,,0,0,1,1,0.0,429.68844,0.0,0.0,333.1846
14,14,15,17895696,URMA_WRITE,7,0ns,14,,0,0,2,2,0.0,429.68844,0.0,0.0,333.1846
15,15,12,17895696,URMA_WRITE,7,0ns,15,,0,0,0,2,0.0,429.68844,0.0,0.0,333.1846
16,0,2,17895698,URMA_WRITE,7,0ns,16,,0,0,1,0,0.0,429.68844,0.0,0.0,333.1846
17,1,3,17895698,URMA_WRITE,7,0ns,17,,0,0,2,1,0.0,429.68844,0.0,0.0,333.1846
18,2,0,17895698,URMA_WRITE,7,0ns,18,,0,0,0,1,0.0,429.68844,0.0,0.0,333.1846
19,3,1,17895698,URMA_WRITE,7,0ns,19,,0,0,1,2,0.0,429.68844,0.0,0.0,333.1846
20,4,6,17895698,URMA_WRITE,7,0ns,20,,0,0,1,0,0.0,429.68844,0.0,0.0,333.1846
21,5,7,17895698,URMA_WRITE,7,0ns,21,,0,0,2,1,0.0,429.68844,0.0,0.0,333.1846
22,6,4,17895698,URMA_WRITE,7,0ns,22,,0,0,0,1,0.0,429.68844,0.0,0.0,333.1846
23,7,5,17895698,URMA_WRITE,7,0ns,23,,0,0,1,2,0.0,429.68844,0.0,0.0,333.1846
24,8,10,17895696,URMA_WRITE,7,0ns,24,,0,0,1,0,0.0,429.68844,0.0,0.0,333.1846
25,9,11,17895696,URMA_WRITE,7,0ns,25,,0,0,2,1,0.0,429.68844,0.0,0.0,333.1846
26,10,8,17895696,URMA_WRITE,7,0ns,26,,0,0,0,1,0.0,429.68844,0.0,0.0,333.1846
27,11,9,17895696,URMA_WRITE,7,0ns,27,,0,0,1,2,0.0,429.68844,0.0,0.0,333.1846
28,12,14,17895696,URMA_WRITE,7,0ns,28,,0,0,1,0,0.0,429.68844,0.0,0.0,333.1846
29,13,15,17895696,URMA_WRITE,7,0ns,29,,0,0,2,1,0.0,429.68844,0.0,0.0,333.1846
30,14,12,17895696,URMA_WRITE,7,0ns,30,,0,0,0,1,0.0,429.68844,0.0,0.0,333.1846
31,15,13,17895696,URMA_WRITE,7,0ns,31,,0,0,1,2,0.0,429.68844,0.0,0.0,333.1846
32,0,3,17895698,URMA_WRITE,7,0ns,32,,0,0,2,0,0.0,429.68844,0.0,0.0,333.1846
33,1,0,17895698,URMA_WRITE,7,0ns,33,,0,0,0,0,0.0,429.68844,0.0,0.0,333.1846
34,2,1,17895698,URMA_WRITE,7,0ns,34,,0,0,1,1,0.0,429.68844,0.0,0.0,333.1846
35,3,2,17895698,URMA_WRITE,7,0ns,35,,0,0,2,2,0.0,429.68844,0.0,0.0,333.1846
36,4,7,17895698,URMA_WRITE,7,0ns,36,,0,0,2,0,0.0,429.68844,0.0,0.0,333.1846
37,5,4,17895698,URMA_WRITE,7,0ns,37,,0,0,0,0,0.0,429.68844,0.0,0.0,333.1846
38,6,5,17895698,URMA_WRITE,7,0ns,38,,0,0,1,1,0.0,429.68844,0.0,0.0,333.1846
39,7,6,17895698,URMA_WRITE,7,0ns,39,,0,0,2,2,0.0,429.68844,0.0,0.0,333.1846
40,8,11,17895696,URMA_WRITE,7,0ns,40,,0,0,2,0,0.0,429.68844,0.0,0.0,333.1846
41,9,8,17895696,URMA_WRITE,7,0ns,41,,0,0,0,0,0.0,429.68844,0.0,0.0,333.1846
42,10,9,17895696,URMA_WRITE,7,0ns,42,,0,0,1,1,0.0,429.68844,0.0,0.0,333.1846
43,11,10,17895696,URMA_WRITE,7,0ns,43,,0,0,2,2,0.0,429.68844,0.0,0.0,333.1846
44,12,15,17895696,URMA_WRITE,7,0ns,44,,0,0,2,0,0.0,429.68844,0.0,0.0,333.1846
45,13,12,17895696,URMA_WRITE,7,0ns,45,,0,0,0,0,0.0,429.68844,0.0,0.0,333.1846
46,14,13,17895696,URMA_WRITE,7,0ns,46,,0,0,1,1,0.0,429.68844,0.0,0.0,333.1846
47,15,14,17895696,URMA_WRITE,7,0ns,47,,0,0,2,2,0.0,429.68844,0.0,0.0,333.1846
48,0,12,17895696,URMA_WRITE,7,0ns,48,,0,0,3,3,0.0,442.43488,0.0,0.0,323.5856
49,1,13,17895696,URMA_WRITE,7,0ns,49,,0,0,3,3,0.0,442.43488,0.0,0.0,323.5856
50,2,14,17895696,URMA_WRITE,7,0ns,50,,0,0,3,3,0.0,442.43488,0.0,0.0,323.5856
51,3,15,17895696,URMA_WRITE,7,0ns,51,,0,0,3,3,0.0,442.43488,0.0,0.0,323.5856
52,4,8,17895698,URMA_WRITE,7,0ns,52,,0,0,3,3,0.0,442.43488,0.0,0.0,323.5857
53,5,9,17895696,URMA_WRITE,7,0ns,53,,0,0,3,3,0.0,442.43488,0.0,0.0,323.5856
54,6,10,17895696,URMA_WRITE,7,0ns,54,,0,0,3,3,0.0,442.43488,0.0,0.0,323.5856
55,7,11,17895696,URMA_WRITE,7,0ns,55,,0,0,3,3,0.0,442.43488,0.0,0.0,323.5856
56,8,4,17895698,URMA_WRITE,7,0ns,56,,0,0,3,3,0.0,442.43748,0.0,0.0,323.5838
57,9,5,17895698,URMA_WRITE,7,0ns,57,,0,0,3,3,0.0,442.43744,0.0,0.0,323.5838
58,10,6,17895698,URMA_WRITE,7,0ns,58,,0,0,3,3,0.0,442.43744,0.0,0.0,323.5838
59,11,7,17895698,URMA_WRITE,7,0ns,59,,0,0,3,3,0.0,442.43744,0.0,0.0,323.5838
60,12,0,17895698,URMA_WRITE,7,0ns,60,,0,0,3,3,0.0,442.43744,0.0,0.0,323.5838
61,13,1,17895698,URMA_WRITE,7,0ns,61,,0,0,3,3,0.0,442.43744,0.0,0.0,323.5838
62,14,2,17895698,URMA_WRITE,7,0ns,62,,0,0,3,3,0.0,442.43744,0.0,0.0,323.5838
63,15,3,17895698,URMA_WRITE,7,0ns,63,,0,0,3,3,0.0,442.43744,0.0,0.0,323.5838
64,0,9,17895696,URMA_WRITE,7,0ns,64,,0,0,4,4,0.0,442.43488,0.0,0.0,323.5856
65,1,8,17895698,URMA_WRITE,7,0ns,65,,0,0,4,4,0.0,442.43488,0.0,0.0,323.5857
66,2,11,17895696,URMA_WRITE,7,0ns,66,,0,0,4,4,0.0,442.43488,0.0,0.0,323.5856
67,3,10,17895696,URMA_WRITE,7,0ns,67,,0,0,4,4,0.0,442.43488,0.0,0.0,323.5856
68,4,13,17895696,URMA_WRITE,7,0ns,68,,0,0,4,4,0.0,442.43488,0.0,0.0,323.5856
69,5,12,17895696,URMA_WRITE,7,0ns,69,,0,0,4,4,0.0,442.43488,0.0,0.0,323.5856
70,6,15,17895696,URMA_WRITE,7,0ns,70,,0,0,4,4,0.0,442.43488,0.0,0.0,323.5856
71,7,14,17895696,URMA_WRITE,7,0ns,71,,0,0,4,4,0.0,442.43488,0.0,0.0,323.5856
72,8,1,17895698,URMA_WRITE,7,0ns,72,,0,0,4,4,0.0,442.43748,0.0,0.0,323.5838
73,9,0,17895698,URMA_WRITE,7,0ns,73,,0,0,4,4,0.0,442.43744,0.0,0.0,323.5838
74,10,3,17895698,URMA_WRITE,7,0ns,74,,0,0,4,4,0.0,442.43744,0.0,0.0,323.5838
75,11,2,17895698,URMA_WRITE,7,0ns,75,,0,0,4,4,0.0,442.43744,0.0,0.0,323.5838
76,12,5,17895698,URMA_WRITE,7,0ns,76,,0,0,4,4,0.0,442.43744,0.0,0.0,323.5838
77,13,4,17895698,URMA_WRITE,7,0ns,77,,0,0,4,4,0.0,442.43744,0.0,0.0,323.5838
78,14,7,17895698,URMA_WRITE,7,0ns,78,,0,0,4,4,0.0,442.43744,0.0,0.0,323.5838
79,15,6,17895698,URMA_WRITE,7,0ns,79,,0,0,4,4,0.0,442.43744,0.0,0.0,323.5838
80,0,6,17895698,URMA_WRITE,7,0ns,80,,0,0,5,5,0.0,442.43488,0.0,0.0,323.5857
81,1,7,17895698,URMA_WRITE,7,0ns,81,,0,0,5,5,0.0,442.43488,0.0,0.0,323.5857
82,2,4,17895698,URMA_WRITE,7,0ns,82,,0,0,5,5,0.0,442.43488,0.0,0.0,323.5857
83,3,5,17895698,URMA_WRITE,7,0ns,83,,0,0,5,5,0.0,442.43488,0.0,0.0,323.5857
84,4,2,17895698,URMA_WRITE,7,0ns,84,,0,0,5,5,0.0,442.43748,0.0,0.0,323.5838
85,5,3,17895698,URMA_WRITE,7,0ns,85,,0,0,5,5,0.0,442.43748,0.0,0.0,323.5838
86,6,0,17895698,URMA_WRITE,7,0ns,86,,0,0,5,5,0.0,442.43748,0.0,0.0,323.5838
87,7,1,17895698,URMA_WRITE,7,0ns,87,,0,0,5,5,0.0,442.43748,0.0,0.0,323.5838
88,8,14,17895696,URMA_WRITE,7,0ns,88,,0,0,5,5,0.0,442.43488,0.0,0.0,323.5856
89,9,15,17895696,URMA_WRITE,7,0ns,89,,0,0,5,5,0.0,442.43488,0.0,0.0,323.5856
90,10,12,17895696,URMA_WRITE,7,0ns,90,,0,0,5,5,0.0,442.43488,0.0,0.0,323.5856
91,11,13,17895696,URMA_WRITE,7,0ns,91,,0,0,5,5,0.0,442.43488,0.0,0.0,323.5856
92,12,10,17895696,URMA_WRITE,7,0ns,92,,0,0,5,5,0.0,442.43744,0.0,0.0,323.5838
93,13,11,17895696,URMA_WRITE,7,0ns,93,,0,0,5,5,0.0,442.43744,0.0,0.0,323.5838
94,14,8,17895696,URMA_WRITE,7,0ns,94,,0,0,5,5,0.0,442.43744,0.0,0.0,323.5838
95,15,9,17895696,URMA_WRITE,7,0ns,95,,0,0,5,5,0.0,442.43744,0.0,0.0,323.5838
96,0,15,17895696,URMA_WRITE,7,0ns,96,,0,0,6,6,0.0,442.43488,0.0,0.0,323.5856
97,1,14,17895696,URMA_WRITE,7,0ns,97,,0,0,6,6,0.0,442.43488,0.0,0.0,323.5856
