algorithm,case,tasks,total_bytes,pair_avg_bytes,pair_min_bytes,pair_max_bytes,pair_cv,src_min_bytes,src_max_bytes,src_max_min_ratio,src_cv,dst_cv,cross_fraction,plane0_bytes,plane1_bytes,plane2_bytes,plane3_bytes,plane_cv,max_dst_plane_queue,makespan_us,global_GBps,single_rank_GBps,rank0_makespan_us,rank0_GBps,profile
baseline,experiments/ubx16/alltoallv/snack/cases/generated_topology_ubx16_a2av_snack_baseline_ratio3p0_seed4_1mibmin,240.0,504981291.0,2104088.7125,1048576.0,3145728.0,0.2819349842085909,29501392.0,34601018.0,1.172860521293368,0.05090645428050063,0.06620619667489991,0.8022662883168081,0.0,0.0,0.0,0.0,0.0,0.0,148.82296,3393.1679023182983,212.07299389489364,139.95162,217.12872634128854,../profiles/generated_topology_ubx16_a2av_snack_baseline_ratio3p0_seed4_1mibmin-rank0-profile.html
snack-v0,experiments/ubx16/alltoallv/snack/cases/generated_topology_ubx16_a2av_snack_v0_ratio3p0_seed4_1mibmin,240.0,504981291.0,2104088.7125,1048576.0,3145728.0,0.2819349842085909,29501392.0,34601018.0,1.172860521293368,0.05090645428050063,0.06620619667489991,0.8022662883168081,105496484.0,103372229.0,99225885.0,97034868.0,0.032893597095123704,7.0,398.67922,1266.6355949025888,79.1647246814118,268.04292,113.36810164581105,../profiles/generated_topology_ubx16_a2av_snack_v0_ratio3p0_seed4_1mibmin-rank0-profile.html
snack-v1,experiments/ubx16/alltoallv/snack/cases/generated_topology_ubx16_a2av_snack_v1_ratio3p0_seed4_1mibmin,240.0,504981291.0,2104088.7125,1048576.0,3145728.0,0.2819349842085909,29501392.0,34601018.0,1.172860521293368,0.05090645428050063,0.06620619667489991,0.8022662883168081,101294272.0,102369883.0,101649610.0,99815701.0,0.009194463223642205,8.0,353.35298,1429.1128689504756,89.31955430940472,321.01048,94.66207146881933,../profiles/generated_topology_ubx16_a2av_snack_v1_ratio3p0_seed4_1mibmin-rank0-profile.html
