algorithm,case,tasks,total_bytes,pair_avg_bytes,pair_min_bytes,pair_max_bytes,pair_cv,src_min_bytes,src_max_bytes,src_max_min_ratio,src_cv,dst_cv,cross_fraction,plane0_bytes,plane1_bytes,plane2_bytes,plane3_bytes,plane_cv,max_dst_plane_queue,makespan_us,global_GBps,single_rank_GBps,rank0_makespan_us,rank0_GBps,profile
baseline,experiments/ubx16/alltoallv/snack/cases/generated_topology_ubx16_a2av_snack_baseline_ratio2p0_seed4_1mibmin_srconly,240.0,378319708.0,1576332.1166666667,1048576.0,2097152.0,0.1881634694718872,22615014.0,25164826.0,1.1127486368126944,0.03397497591483689,0.0441860234016154,0.8015125291860291,0.0,0.0,0.0,0.0,0.0,0.0,107.33802,3524.563877738755,220.28524235867218,104.27124,221.1355211657596,../profiles/generated_topology_ubx16_a2av_snack_baseline_ratio2p0_seed4_1mibmin_srconly-rank0-profile.html
snack-v0,experiments/ubx16/alltoallv/snack/cases/generated_topology_ubx16_a2av_snack_v0_ratio2p0_seed4_1mibmin_srconly,240.0,378319708.0,1576332.1166666667,1048576.0,2097152.0,0.1881634694718872,22615014.0,25164826.0,1.1127486368126944,0.03397497591483689,0.0441860234016154,0.8015125291860291,77914055.0,76851926.0,74778758.0,73683247.0,0.021973830043677492,7.0,276.55606,1367.9675216663125,85.49797010414453,268.60582,85.84354203494175,../profiles/generated_topology_ubx16_a2av_snack_v0_ratio2p0_seed4_1mibmin_srconly-rank0-profile.html
snack-v1,experiments/ubx16/alltoallv/snack/cases/generated_topology_ubx16_a2av_snack_v1_ratio2p0_seed4_1mibmin_srconly,240.0,378319708.0,1576332.1166666667,1048576.0,2097152.0,0.1881634694718872,22615014.0,25164826.0,1.1127486368126944,0.03397497591483689,0.0441860234016154,0.8015125291860291,75812951.0,76350755.0,75990615.0,75073665.0,0.0061421476180574495,8.0,298.96916,1265.4138239542835,79.08836399714272,277.36154,83.13364210481382,../profiles/generated_topology_ubx16_a2av_snack_v1_ratio2p0_seed4_1mibmin_srconly-rank0-profile.html
