taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,srcPortHint,dstPortHint,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
0,0,15,4473924,URMA_WRITE,7,0ns,0,,0,0,3,3,0.0,1089.73086,0.0,0.0,32.8442
1,0,15,4473925,URMA_WRITE,7,0ns,0,,0,0,4,4,0.0,1302.006,0.0,0.0,27.4894
2,0,1,8947849,URMA_WRITE,7,0ns,1,,0,0,0,0,0.0,195.87198,0.0,0.0,365.457
3,0,14,4473924,URMA_WRITE,7,0ns,2,,0,0,3,3,0.0,1090.11238,0.0,0.0,32.8328
4,0,14,4473925,URMA_WRITE,7,0ns,2,,0,0,4,4,0.0,1215.12982,0.0,0.0,29.4548
5,0,2,8947849,URMA_WRITE,7,0ns,3,,0,0,1,0,0.0,195.87198,0.0,0.0,365.457
6,0,13,4473924,URMA_WRITE,7,0ns,4,,0,0,3,3,0.0,1090.10238,0.0,0.0,32.8331
7,0,13,4473925,URMA_WRITE,7,0ns,4,,0,0,4,4,0.0,1090.10238,0.0,0.0,32.8331
8,0,3,8947849,URMA_WRITE,7,0ns,5,,0,0,2,0,0.0,195.87198,0.0,0.0,365.457
9,0,12,4473924,URMA_WRITE,7,0ns,6,,0,0,3,3,0.0,1089.36294,0.0,0.0,32.8553
10,0,12,4473925,URMA_WRITE,7,0ns,6,,0,0,4,4,0.0,1089.36294,0.0,0.0,32.8553
11,0,4,4473924,URMA_WRITE,7,0ns,7,,0,0,3,3,0.0,1088.80926,0.0,0.0,32.872
12,0,4,4473925,URMA_WRITE,7,0ns,7,,0,0,4,4,0.0,1304.36982,0.0,0.0,27.4396
13,0,11,4473924,URMA_WRITE,7,0ns,8,,0,0,3,3,0.0,1089.35294,0.0,0.0,32.8556
14,0,11,4473924,URMA_WRITE,7,0ns,8,,0,0,4,4,0.0,1089.35294,0.0,0.0,32.8556
15,0,5,4473924,URMA_WRITE,7,0ns,9,,0,0,3,3,0.0,1089.41294,0.0,0.0,32.8538
16,0,5,4473924,URMA_WRITE,7,0ns,9,,0,0,4,4,0.0,1305.66014,0.0,0.0,27.4125
17,0,10,4473924,URMA_WRITE,7,0ns,10,,0,0,3,3,0.0,1090.38126,0.0,0.0,32.8247
